cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,k8s_mapped_compliance_functions,k8s_mapped_compliance_ids
k8s,k8s.networkpolicy.no_public_ip,k8s.networkpolicy.no_public_ip,networkpolicy,security,kubernetes,k8s.networkpolicy.no_public_ip,nist_800_53_rev5_multi_cloud_SC-25_1277
k8s,k8s.networkpolicy.risk_assessment_configured,k8s.networkpolicy.risk_assessment_configured,networkpolicy,security,kubernetes,k8s.networkpolicy.risk_assessment_configured,hipaa_multi_cloud_164_308_a_1_ii_a_0001
k8s,k8s.service.mesh_traffic_control_enabled,k8s.service.mesh_traffic_control_enabled,service,security,kubernetes,k8s.service.mesh_traffic_control_enabled,fedramp_moderate_multi_cloud_SC-5_0331
k8s,k8s.control.plane_auto_upgrade_enabled,k8s.control.plane_auto_upgrade_enabled,control,security,kubernetes,k8s.control.plane_auto_upgrade_enabled,rbi_bank_multi_cloud_21.2_0013
k8s,k8s.admission.controller_security_alerts_enabled,k8s.admission.controller_security_alerts_enabled,admission,security,kubernetes,k8s.admission.controller_security_alerts_enabled,nist_800_171_r2_multi_cloud_3_14_3_3.14.3_Monitor_system_security_alerts_and_0016;nist_800_171_r2_multi_cloud_3_1_4_3.1.4_Separate_the_duties_of_individuals_to_0027
k8s,k8s.pod.security_patches_applied,k8s.pod.security_patches_applied,pod,security,kubernetes,k8s.pod.security_patches_applied,pci_dss_v4_multi_cloud_6.2.3.1_0078
k8s,k8s.secret.external_manager_configured,k8s.secret.external_manager_configured,secret,security,kubernetes,k8s.secret.external_manager_configured,canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;pci_dss_v4_multi_cloud_3.6.1.4_0048
k8s,k8s.api.server_kubelet_auth_certificates_configured,k8s.api.server_kubelet_auth_certificates_configured,api,security,kubernetes,k8s.api.server_kubelet_auth_certificates_configured,cis_kubernetes_kubernetes_1.1.23_0142
k8s,k8s.pod.termination_grace_period_set,k8s.pod.termination_grace_period_set,pod,security,kubernetes,k8s.pod.termination_grace_period_set,soc2_multi_cloud_cc_c_1_2_0023
k8s,k8s.apiserver.high_availability_configured,k8s.apiserver.high_availability_configured,apiserver,security,kubernetes,k8s.apiserver.high_availability_configured,hipaa_multi_cloud_164_308_a_7_ii_c_0020
k8s,k8s.api.server_client_ca_file_presence_check,k8s.api.server_client_ca_file_presence_check,api,security,kubernetes,k8s.api.server_client_ca_file_presence_check,cis_kubernetes_kubernetes_1.2.27_0048
k8s,k8s.kube.scheduler_profiling_disabled,k8s.kube.scheduler_profiling_disabled,kube,security,kubernetes,k8s.kube.scheduler_profiling_disabled,cis_kubernetes_kubernetes_1.4.1_0059
k8s,k8s.kube.service.account_credentials_enabled,k8s.kube.service.account_credentials_enabled,kube,security,kubernetes,k8s.kube.service.account_credentials_enabled,cis_kubernetes_kubernetes_1.3.3_0054
k8s,k8s.image.latest_tag_prohibited,k8s.image.latest_tag_prohibited,image,security,kubernetes,k8s.image.latest_tag_prohibited,rbi_bank_multi_cloud_10.1_0003
k8s,k8s.federation.apiserver_profiling_disabled,k8s.federation.apiserver_profiling_disabled,federation,security,kubernetes,k8s.federation.apiserver_profiling_disabled,cis_kubernetes_kubernetes_3.1.7_0200
k8s,k8s.apiserver.secure_configuration_applied,k8s.apiserver.secure_configuration_applied,apiserver,security,kubernetes,k8s.apiserver.secure_configuration_applied,nist_800_171_r2_multi_cloud_3_4_2_3.4.2_Establish_and_enforce_security_config_0038
k8s,k8s.pod.security_context_readonly_rootfs,k8s.pod.security_context_readonly_rootfs,pod,security,kubernetes,k8s.pod.security_context_readonly_rootfs,nist_800_171_r2_multi_cloud_3_14_2_3.14.2_Provide_protection_from_malicious_c_0015
k8s,k8s.networkpolicy.egress_restricted_to_security_services,k8s.networkpolicy.egress_restricted_to_security_services,networkpolicy,security,kubernetes,k8s.networkpolicy.egress_restricted_to_security_services,nist_800_171_r2_multi_cloud_3_14_2_3.14.2_Provide_protection_from_malicious_c_0015
k8s,k8s.admission.control_hostpath_volumes_restricted,k8s.admission.control_hostpath_volumes_restricted,admission,security,kubernetes,k8s.admission.control_hostpath_volumes_restricted,cis_kubernetes_kubernetes_5.2.12_0124
k8s,k8s.federation.apiserver_insecure_bind_address_check,k8s.federation.apiserver_insecure_bind_address_check,federation,security,kubernetes,k8s.federation.apiserver_insecure_bind_address_check,cis_kubernetes_kubernetes_3.1.4_0197
k8s,k8s.pod.labels_inventory_maintained,k8s.pod.labels_inventory_maintained,pod,security,kubernetes,k8s.pod.labels_inventory_maintained,nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037
k8s,k8s.api.server_admission_plugins_security_context_deny_check,k8s.api.server_admission_plugins_security_context_deny_check,api,security,kubernetes,k8s.api.server_admission_plugins_security_context_deny_check,cis_kubernetes_kubernetes_1.2.12_0033
k8s,k8s.api.service.account_key_file_configured,k8s.api.service.account_key_file_configured,api,security,kubernetes,k8s.api.service.account_key_file_configured,cis_kubernetes_kubernetes_1.1.26_0145
k8s,k8s.admission.controller_incident_reporting_enabled,k8s.admission.controller_incident_reporting_enabled,admission,security,kubernetes,k8s.admission.controller_incident_reporting_enabled,nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050
k8s,k8s.etcd.peer_tls_in_transit_configuration,k8s.etcd.peer_tls_in_transit_configuration,etcd,security,kubernetes,k8s.etcd.peer_tls_in_transit_configuration,cis_kubernetes_kubernetes_2.4_0064
k8s,k8s.pod.host_network_disabled,k8s.pod.host_network_disabled,pod,security,kubernetes,k8s.pod.host_network_disabled,nist_800_171_r2_multi_cloud_3_4_7_3.4.7_Restrict_disable_or_prevent_the_use_0040
k8s,k8s.cluster.version_up_to_date,k8s.cluster.version_up_to_date,cluster,security,kubernetes,k8s.cluster.version_up_to_date,nist_800_53_rev5_multi_cloud_SI-2-c_1344
k8s,k8s.pod.security_context_verification,k8s.pod.security_context_verification,pod,security,kubernetes,k8s.pod.security_context_verification,cis_kubernetes_kubernetes_5.6.3_0133;cis_kubernetes_kubernetes_5.7.3_0139
k8s,k8s.secret.no_sensitive_data_in_env,k8s.secret.no_sensitive_data_in_env,secret,security,kubernetes,k8s.secret.no_sensitive_data_in_env,pci_dss_v4_multi_cloud_6.3.2_0080
k8s,k8s.cluster.autoscaler_enabled,k8s.cluster.autoscaler_enabled,cluster,security,kubernetes,k8s.cluster.autoscaler_enabled,nist_800_53_rev5_multi_cloud_SC-6_1193;soc2_multi_cloud_a1_1_0024
k8s,k8s.api.server_admission_plugins_node_restriction_check,k8s.api.server_admission_plugins_node_restriction_check,api,security,kubernetes,k8s.api.server_admission_plugins_node_restriction_check,cis_kubernetes_kubernetes_1.2.15_0036
k8s,k8s.pod.security_patching_compliance,k8s.pod.security_patching_compliance,pod,security,kubernetes,k8s.pod.security_patching_compliance,pci_dss_v4_multi_cloud_6.2.4_0079
k8s,k8s.networkpolicy.unused_policies_removed,k8s.networkpolicy.unused_policies_removed,networkpolicy,security,kubernetes,k8s.networkpolicy.unused_policies_removed,rbi_bank_multi_cloud_4.2_0017
k8s,k8s.pod.disruption_budget_configured,k8s.pod.disruption_budget_configured,pod,security,kubernetes,k8s.pod.disruption_budget_configured,nist_800_53_rev5_multi_cloud_CP-2-a_0462;nist_800_53_rev5_multi_cloud_SC-6_1193
k8s,k8s.networkpolicy.restrict_ingress_ports,k8s.networkpolicy.restrict_ingress_ports,networkpolicy,security,kubernetes,k8s.networkpolicy.restrict_ingress_ports,nist_800_53_rev5_multi_cloud_CM-7-b_0412;pci_dss_v4_multi_cloud_1.2.3_0004;pci_dss_v4_multi_cloud_12.3.1_0181;pci_dss_v4_multi_cloud_12.3.3_0182;pci_dss_v4_multi_cloud_12.3.4_0183;pci_dss_v4_multi_cloud_9.2.2_0123
k8s,k8s.admission.controller_security_enabled,k8s.admission.controller_security_enabled,admission,security,kubernetes,k8s.admission.controller_security_enabled,pci_dss_v4_multi_cloud_11.4.3_0171;pci_dss_v4_multi_cloud_11.4.4_0172;pci_dss_v4_multi_cloud_11.4.5_0173
k8s,k8s.cluster.version_supported,k8s.cluster.version_supported,cluster,security,kubernetes,k8s.cluster.version_supported,pci_dss_v4_multi_cloud_6.2.1_0075;pci_dss_v4_multi_cloud_6.2.2_0076;pci_dss_v4_multi_cloud_6.2.3.1_0078;pci_dss_v4_multi_cloud_6.2.3_0077
k8s,k8s.api.server_admission_plugins_event_rate_limit_set,k8s.api.server_admission_plugins_event_rate_limit_set,api,security,kubernetes,k8s.api.server_admission_plugins_event_rate_limit_set,cis_kubernetes_kubernetes_1.2.9_0030
k8s,k8s.admission.controller_configuration_change_prevention,k8s.admission.controller_configuration_change_prevention,admission,security,kubernetes,k8s.admission.controller_configuration_change_prevention,nist_800_53_rev5_multi_cloud_CM-6-d_0400
k8s,k8s.node.os_patch_management_enabled,k8s.node.os_patch_management_enabled,node,security,kubernetes,k8s.node.os_patch_management_enabled,rbi_bank_multi_cloud_21.2_0013
k8s,k8s.etcd.ca_uniqueness_check,k8s.etcd.ca_uniqueness_check,etcd,security,kubernetes,k8s.etcd.ca_uniqueness_check,cis_kubernetes_kubernetes_1.5.9_0169
k8s,k8s.namespace.dedicated_for_clearinghouse,k8s.namespace.dedicated_for_clearinghouse,namespace,security,kubernetes,k8s.namespace.dedicated_for_clearinghouse,hipaa_multi_cloud_164_308_a_4_ii_a_0009
k8s,k8s.admission.controller_change_control_enabled,k8s.admission.controller_change_control_enabled,admission,security,kubernetes,k8s.admission.controller_change_control_enabled,canada_pbmm_moderate_multi_cloud_CCCS_CM-3_0043;fedramp_moderate_multi_cloud_CM-3_0105;fedramp_moderate_multi_cloud_CM-3_1_0106;fedramp_moderate_multi_cloud_CM-3_2_0107;fedramp_moderate_multi_cloud_CM-3_4_0108;fedramp_moderate_multi_cloud_CM-3_6_0109
k8s,k8s.networkpolicy.tls_encryption_enabled,k8s.networkpolicy.tls_encryption_enabled,networkpolicy,security,kubernetes,k8s.networkpolicy.tls_encryption_enabled,fedramp_moderate_multi_cloud_CA-9_0099
k8s,k8s.networkpolicy.review_scheduled,k8s.networkpolicy.review_scheduled,networkpolicy,security,kubernetes,k8s.networkpolicy.review_scheduled,nist_800_53_rev5_multi_cloud_CM-2-b_0367
k8s,k8s.secret.certificate_renewal_process_defined,k8s.secret.certificate_renewal_process_defined,secret,security,kubernetes,k8s.secret.certificate_renewal_process_defined,rbi_bank_multi_cloud_17.1_0011;rbi_bank_multi_cloud_7.1_0023
k8s,k8s.ingress.tls_certificate_expiration_check,k8s.ingress.tls_certificate_expiration_check,ingress,security,kubernetes,k8s.ingress.tls_certificate_expiration_check,pci_dss_v4_multi_cloud_3.6.1.1_0045
k8s,k8s.admission.controller_change_management_enabled,k8s.admission.controller_change_management_enabled,admission,security,kubernetes,k8s.admission.controller_change_management_enabled,rbi_bank_multi_cloud_13.1_0006;soc2_multi_cloud_cc_3_4_0006
k8s,k8s.api.server_tls_certificates_configured,k8s.api.server_tls_certificates_configured,api,security,kubernetes,k8s.api.server_tls_certificates_configured,cis_kubernetes_kubernetes_1.1.29_0148
k8s,k8s.admission.controller_software_whitelist_enabled,k8s.admission.controller_software_whitelist_enabled,admission,security,kubernetes,k8s.admission.controller_software_whitelist_enabled,nist_800_171_r2_multi_cloud_3_4_9_3.4.9_Control_and_monitor_user-installed_so_0041
k8s,k8s.ingress.tls_enforced,k8s.ingress.tls_enforced,ingress,security,kubernetes,k8s.ingress.tls_enforced,pci_dss_v4_multi_cloud_4.1.1_0058;pci_dss_v4_multi_cloud_4.1.4_0060
k8s,k8s.node.resource_utilization_monitored,k8s.node.resource_utilization_monitored,node,security,kubernetes,k8s.node.resource_utilization_monitored,soc2_multi_cloud_a1_1_0024
k8s,k8s.api.server_client_ca_file_configuration_check,k8s.api.server_client_ca_file_configuration_check,api,security,kubernetes,k8s.api.server_client_ca_file_configuration_check,cis_kubernetes_kubernetes_1.1.30_0149
k8s,k8s.apiserver.tls_client_certificates_enabled,k8s.apiserver.tls_client_certificates_enabled,apiserver,security,kubernetes,k8s.apiserver.tls_client_certificates_enabled,nist_800_53_rev5_multi_cloud_CA-9-b_0350
k8s,k8s.api.server_authorization_mode_check,k8s.api.server_authorization_mode_check,api,security,kubernetes,k8s.api.server_authorization_mode_check,cis_kubernetes_kubernetes_1.2.6_0027
k8s,k8s.admission.controller_security_incident_detection_enabled,k8s.admission.controller_security_incident_detection_enabled,admission,security,kubernetes,k8s.admission.controller_security_incident_detection_enabled,hipaa_multi_cloud_164_308_a_6_i_0015
k8s,k8s.api.server_request_timeout_check,k8s.api.server_request_timeout_check,api,security,kubernetes,k8s.api.server_request_timeout_check,cis_kubernetes_kubernetes_1.2.22_0043
k8s,k8s.admission.controller_security_patches_applied,k8s.admission.controller_security_patches_applied,admission,security,kubernetes,k8s.admission.controller_security_patches_applied,nist_800_53_rev5_multi_cloud_SI-2-c_1344
k8s,k8s.node.labeling_for_inventory_tracking,k8s.node.labeling_for_inventory_tracking,node,security,kubernetes,k8s.node.labeling_for_inventory_tracking,canada_pbmm_moderate_multi_cloud_CCCS_CM-8_0048
k8s,k8s.node.os_patching_compliance,k8s.node.os_patching_compliance,node,security,kubernetes,k8s.node.os_patching_compliance,pci_dss_v4_multi_cloud_6.2.4_0079
k8s,k8s.pod.configuration_compliance_check,k8s.pod.configuration_compliance_check,pod,security,kubernetes,k8s.pod.configuration_compliance_check,nist_800_53_rev5_multi_cloud_CM-6-c_0399
k8s,k8s.etcd.pod_tls_encryption_configuration_check,k8s.etcd.pod_tls_encryption_configuration_check,etcd,security,kubernetes,k8s.etcd.pod_tls_encryption_configuration_check,cis_kubernetes_kubernetes_2.1_0061
k8s,k8s.admission.controller_restrict_user_installed_software,k8s.admission.controller_restrict_user_installed_software,admission,security,kubernetes,k8s.admission.controller_restrict_user_installed_software,nist_800_171_r2_multi_cloud_3_4_9_3.4.9_Control_and_monitor_user-installed_so_0041
k8s,k8s.service.mesh_intrusion_detection_enabled,k8s.service.mesh_intrusion_detection_enabled,service,security,kubernetes,k8s.service.mesh_intrusion_detection_enabled,nist_800_53_rev5_multi_cloud_IR-4-a_0625
k8s,k8s.etcd.encryption_at_rest_enabled,k8s.etcd.encryption_at_rest_enabled,etcd,security,kubernetes,k8s.etcd.encryption_at_rest_enabled,canada_pbmm_moderate_multi_cloud_CCCS_SC-28_0144;fedramp_moderate_multi_cloud_SC-28_0357;fedramp_moderate_multi_cloud_SC-28_1_0358
k8s,k8s.resource.annotations_for_inventory_metadata,k8s.resource.annotations_for_inventory_metadata,resource,security,kubernetes,k8s.resource.annotations_for_inventory_metadata,canada_pbmm_moderate_multi_cloud_CCCS_CM-8_0048
k8s,k8s.admission.controller_configuration_validation,k8s.admission.controller_configuration_validation,admission,security,kubernetes,k8s.admission.controller_configuration_validation,nist_800_53_rev5_multi_cloud_CM-6-c_0399
k8s,k8s.node.automatic_upgrades_enabled,k8s.node.automatic_upgrades_enabled,node,security,kubernetes,k8s.node.automatic_upgrades_enabled,nist_800_53_rev5_multi_cloud_SI-2-c_1344
k8s,k8s.pod.security_context_non_root,k8s.pod.security_context_non_root,pod,security,kubernetes,k8s.pod.security_context_non_root,iso27001_2022_multi_cloud_A.12.6_0003;iso27001_2022_multi_cloud_A.8.7_0094;pci_dss_v4_multi_cloud_2.2.3_0022;soc2_multi_cloud_cc_6_8_0014
k8s,k8s.ingress.dos_protection_enabled,k8s.ingress.dos_protection_enabled,ingress,security,kubernetes,k8s.ingress.dos_protection_enabled,nist_800_53_rev5_multi_cloud_SC-5-a_1191
k8s,k8s.ingress.controller_tls_protocols_configured,k8s.ingress.controller_tls_protocols_configured,ingress,security,kubernetes,k8s.ingress.controller_tls_protocols_configured,pci_dss_v4_multi_cloud_2.3.1_0027;pci_dss_v4_multi_cloud_5.2.3.1_0068
k8s,k8s.networkpolicy.internal_traffic_restricted,k8s.networkpolicy.internal_traffic_restricted,networkpolicy,security,kubernetes,k8s.networkpolicy.internal_traffic_restricted,canada_pbmm_moderate_multi_cloud_CCCS_CA-9_0040
k8s,k8s.networkpolicy.rate_limiting_enabled,k8s.networkpolicy.rate_limiting_enabled,networkpolicy,security,kubernetes,k8s.networkpolicy.rate_limiting_enabled,fedramp_moderate_multi_cloud_SC-5_0331;nist_800_53_rev5_multi_cloud_SC-5-a_1191
k8s,k8s.ingress.controller_tls_enforced,k8s.ingress.controller_tls_enforced,ingress,security,kubernetes,k8s.ingress.controller_tls_enforced,pci_dss_v4_multi_cloud_4.2.1.1_0062
k8s,k8s.networkpolicy.encryption_in_transit_enabled,k8s.networkpolicy.encryption_in_transit_enabled,networkpolicy,security,kubernetes,k8s.networkpolicy.encryption_in_transit_enabled,canada_pbmm_moderate_multi_cloud_CCCS_SC-8_0133
k8s,k8s.secret.certificate_revocation_list_configured,k8s.secret.certificate_revocation_list_configured,secret,security,kubernetes,k8s.secret.certificate_revocation_list_configured,rbi_bank_multi_cloud_17.1_0011;rbi_bank_multi_cloud_7.1_0023
k8s,k8s.networkpolicy.anomaly_detection_enabled,k8s.networkpolicy.anomaly_detection_enabled,networkpolicy,security,kubernetes,k8s.networkpolicy.anomaly_detection_enabled,soc2_multi_cloud_cc_7_2_0016
k8s,k8s.admission.security_incident_alerting_enabled,k8s.admission.security_incident_alerting_enabled,admission,security,kubernetes,k8s.admission.security_incident_alerting_enabled,fedramp_moderate_multi_cloud_IR-4_0205;fedramp_moderate_multi_cloud_IR-4_11_0210;fedramp_moderate_multi_cloud_IR-4_1_0206;fedramp_moderate_multi_cloud_IR-4_2_0207;fedramp_moderate_multi_cloud_IR-4_4_0208;fedramp_moderate_multi_cloud_IR-4_6_0209
