csp,catalog_rule_id,service,category,compliance_ids,compliance_frameworks,gap_reason,suggested_rule_type,priority,notes
gcp,gcp.iam.key.:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,"nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-24_2_0188,nist_800_53_rev5_multi_cloud_AC-2_1_0004,nist_800_53_rev5_multi_cloud_AC-3_13_0034,nist_800_53_rev5_multi_cloud_AC-3_3_0040,nist_800_53_rev5_multi_cloud_AC-3_3_0041,nist_800_53_rev5_multi_cloud_AC-3_3_0042,nist_800_53_rev5_multi_cloud_AC-3_3_0043,nist_800_53_rev5_multi_cloud_AC-3_3_0044,nist_800_53_rev5_multi_cloud_AC-3_3_0045,nist_800_53_rev5_multi_cloud_AC-3_4_0046,nist_800_53_rev5_multi_cloud_AC-3_4_0047,nist_800_53_rev5_multi_cloud_AC-3_4_0048,nist_800_53_rev5_multi_cloud_AC-3_4_0049,nist_800_53_rev5_multi_cloud_AC-3_4_0050,nist_800_53_rev5_multi_cloud_AC-3_8_0055,nist_800_53_rev5_multi_cloud_AC-4_28_0077,nist_800_53_rev5_multi_cloud_SC-23_3_1272,nist_800_53_rev5_multi_cloud_SC-23_3_1273;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273",nist_800_53,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.kms.role.conflict.check,iam,cis_control,cis_gcp_gcp_1.11_0078,cis_gcp_gcp,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.no.administrative.privileges,iam,security,nist_800_171_r2_multi_cloud_3_1_5_3.1.5_Employ_the_principle_of_least_privile_0028;nist_800_171_r2_multi_cloud_3_1_6_3.1.6_Use_non-privileged_accounts_or_roles_0029;nist_800_171_r2_multi_cloud_3_1_7_3.1.7_Prevent_non-privileged_users_from_exe_0030,nist_800_171,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.no_guest_accounts_with_permissions:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,rbi_bank_multi_cloud_9.3_0027,rbi_bank_multi,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.organization_essential_contacts_configured:gcp.iam_workload_identity_pool.identity_access_security_saml_audience_restriction_configured,iam,,"iso27001_2022_multi_cloud_A.5.5_0037;iso27001_2022_multi_cloud_A.5.5_0037,iso27001_2022_multi_cloud_A.5.6_0038,soc2_multi_cloud_cc_1_3_0001;iso27001_2022_multi_cloud_A.5.6_0038;soc2_multi_cloud_cc_1_3_0001",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for gcp iam service,config,medium,
gcp,"gcp.iam.password.policy.reuse.24,.gcp.cloud.build.project.no.secrets.in.variables,.gcp.cloud.build.project.source.repo.url.no.sensitive.credentials,.gcp.storage.bucket.enforces.ssl,.gcp.load.balancing.ssl.listeners,.gcp.elasticsearch.service.domains.node.to.node.encryption.enabled,.gcp.load.balancing.ssl.listeners,.gcp.compute.ebs.default.encryption,.gcp.sql.instance.storage.encrypted,.gcp.vertex.ai.notebook.instance.encryption.enabled,.gcp.storage.bucket.default.encryption,.gcp.filestore.encryption.at.rest.enabled,.gcp.elasticsearch.service.domains.encryption.at.rest.enabled,.gcp.compute.ebs.volume.encryption,.gcp.storage.bucket.kms.encryption,.gcp.gke.cluster.kms.cmk.encryption.in.secrets.enabled,.gcp.sql.snapshots.encrypted,.gcp.firestore.accelerator.cluster.encryption.enabled,.gcp.firestore.table.encryption.enabled,.gcp.logging.kms.encryption.enabled,.gcp.monitoring.log.group.kms.encryption.enabled,.gcp.pubsub.topics.kms.encryption.at.rest.enabled,.gcp.firestore.tables.kms.cmk.encryption.enabled,.gcp.bigquery.cluster.audit.logging",iam,security,pci_dss_v4_multi_cloud_8.2.6_0104;pci_dss_v4_multi_cloud_8.2.7_0105;pci_dss_v4_multi_cloud_8.2.8_0106,pci_dss_v4,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.policy.domain.compliance.check,iam,cis_control,cis_gcp_gcp_1.1_0068,cis_gcp_gcp,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.project.level.service.account.role.check,iam,cis_control,cis_gcp_gcp_1.6_0073,cis_gcp_gcp,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.role.kms_enforce_separation_of_duties:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,"iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.5.18_0014,iso27001_2022_multi_cloud_A.5.3_0027,iso27001_2022_multi_cloud_A.8.2_0075,soc2_multi_cloud_cc_1_3_0001,soc2_multi_cloud_cc_6_3_0011;iso27001_2022_multi_cloud_A.5.18_0014;iso27001_2022_multi_cloud_A.5.3_0027;iso27001_2022_multi_cloud_A.8.2_0075;soc2_multi_cloud_cc_1_3_0001;soc2_multi_cloud_cc_6_3_0011",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.root_hardware_mfa_enabled:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,"cisa_ce_v1_multi_cloud_Booting_Up-2_0010;cisa_ce_v1_multi_cloud_Booting_Up-2_0010,nist_800_53_rev5_multi_cloud_AC-24_2_0188,nist_800_53_rev5_multi_cloud_AC-2_1_0004,nist_800_53_rev5_multi_cloud_AC-3_13_0034,nist_800_53_rev5_multi_cloud_AC-3_2_0038,nist_800_53_rev5_multi_cloud_AC-3_2_0039,nist_800_53_rev5_multi_cloud_AC-3_3_0040,nist_800_53_rev5_multi_cloud_AC-3_3_0041,nist_800_53_rev5_multi_cloud_AC-3_3_0042,nist_800_53_rev5_multi_cloud_AC-3_3_0043,nist_800_53_rev5_multi_cloud_AC-3_3_0044,nist_800_53_rev5_multi_cloud_AC-3_3_0045,nist_800_53_rev5_multi_cloud_AC-3_4_0046,nist_800_53_rev5_multi_cloud_AC-3_4_0047,nist_800_53_rev5_multi_cloud_AC-3_4_0048,nist_800_53_rev5_multi_cloud_AC-3_4_0049,nist_800_53_rev5_multi_cloud_AC-3_4_0050,nist_800_53_rev5_multi_cloud_AC-3_8_0055,nist_800_53_rev5_multi_cloud_AC-4_28_0077,nist_800_53_rev5_multi_cloud_AC-7_4_0104,nist_800_53_rev5_multi_cloud_SC-23_3_1272,nist_800_53_rev5_multi_cloud_SC-23_3_1273;nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_2_0038;nist_800_53_rev5_multi_cloud_AC-3_2_0039;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_AC-7_4_0104;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273",cisa_ce_v1;nist_800_53,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.root_mfa_enabled:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,"canada_pbmm_moderate_multi_cloud_CCCS_IA-2_0062;canada_pbmm_moderate_multi_cloud_CCCS_IA-2_0062,cisa_ce_v1_multi_cloud_Booting_Up-2_0010,cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013,fedramp_moderate_multi_cloud_IA-2_0170,nist_800_53_rev5_multi_cloud_AC-24_2_0188,nist_800_53_rev5_multi_cloud_AC-2_1_0004,nist_800_53_rev5_multi_cloud_AC-3_13_0034,nist_800_53_rev5_multi_cloud_AC-3_2_0038,nist_800_53_rev5_multi_cloud_AC-3_2_0039,nist_800_53_rev5_multi_cloud_AC-3_3_0040,nist_800_53_rev5_multi_cloud_AC-3_3_0041,nist_800_53_rev5_multi_cloud_AC-3_3_0042,nist_800_53_rev5_multi_cloud_AC-3_3_0043,nist_800_53_rev5_multi_cloud_AC-3_3_0044,nist_800_53_rev5_multi_cloud_AC-3_3_0045,nist_800_53_rev5_multi_cloud_AC-3_4_0046,nist_800_53_rev5_multi_cloud_AC-3_4_0047,nist_800_53_rev5_multi_cloud_AC-3_4_0048,nist_800_53_rev5_multi_cloud_AC-3_4_0049,nist_800_53_rev5_multi_cloud_AC-3_4_0050,nist_800_53_rev5_multi_cloud_AC-3_8_0055,nist_800_53_rev5_multi_cloud_AC-4_28_0077,nist_800_53_rev5_multi_cloud_AC-7_4_0104,nist_800_53_rev5_multi_cloud_SC-23_3_1272,nist_800_53_rev5_multi_cloud_SC-23_3_1273,rbi_bank_multi_cloud_3.2_0015,rbi_nbfc_multi_cloud_2.5_0009;cisa_ce_v1_multi_cloud_Booting_Up-2_0010;cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013;fedramp_moderate_multi_cloud_IA-2_0170;nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_2_0038;nist_800_53_rev5_multi_cloud_AC-3_2_0039;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_AC-7_4_0104;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273;rbi_bank_multi_cloud_3.2_0015;rbi_nbfc_multi_cloud_2.5_0009",canada_pbmm_moderate;cisa_ce_v1;fedramp_moderate_multi;nist_800_53;rbi_bank_multi;rbi_nbfc_multi,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.sa_no_administrative_privileges:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,"iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.5.18_0014,iso27001_2022_multi_cloud_A.8.2_0075,iso27001_2022_multi_cloud_A.8.3_0085,soc2_multi_cloud_cc_1_3_0001,soc2_multi_cloud_cc_6_3_0011;iso27001_2022_multi_cloud_A.5.18_0014;iso27001_2022_multi_cloud_A.8.2_0075;iso27001_2022_multi_cloud_A.8.3_0085;soc2_multi_cloud_cc_1_3_0001;soc2_multi_cloud_cc_6_3_0011",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.service.account.role.check.admin.privileges,iam,cis_control,cis_gcp_gcp_1.5_0072,cis_gcp_gcp,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.service.account.sod.check,iam,cis_control,cis_gcp_gcp_1.8_0075,cis_gcp_gcp,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.user.no_inline_policies:gcp.iam_role.identity_access_security_role_no_inline_policies,iam,,cisa_ce_v1_multi_cloud_Your_Surroundings-2_0014,cisa_ce_v1,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.kms.crypto.key.iam.policy.public.access.check,kms,cis_control,cis_gcp_gcp_1.9_0076,cis_gcp_gcp,No config or CIEM rule found for gcp kms service,config,medium,
gcp,gcp.kms.key.rotation.compliance.check,kms,cis_control,canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;cis_gcp_gcp_1.10_0077;fedramp_moderate_multi_cloud_SC-12_0346;iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.8.12_0067;iso27001_2022_multi_cloud_A.8.24_0080;rbi_bank_multi_cloud_11.1_0004;rbi_bank_multi_cloud_3.3_0016;rbi_nbfc_multi_cloud_2.9_0013,canada_pbmm_moderate;cis_gcp_gcp;fedramp_moderate_multi;iso27001_2022_multi;rbi_bank_multi;rbi_nbfc_multi,No config or CIEM rule found for gcp kms service,config,medium,
gcp,gcp.kubernetes.cluster.network.policy.support.check,kubernetes,cis_control,cis_gcp_gcp_4.3.1_0025,cis_gcp_gcp,No config or CIEM rule found for gcp kubernetes service,config,medium,
gcp,gcp.load.balancer_health_check_configured:gcp.iam_workload_identity_pool.identity_access_security_saml_audience_restriction_configured,load,,soc2_multi_cloud_a1_1_0024,soc2_multi_cloud,No config or CIEM rule found for gcp load service,config,medium,
gcp,"gcp.load.balancing.logging.enabled,.gcp.storage.bucket.server.access.logging.enabled,.gcp.load.balancing.logging.enabled,.gcp.logging.s3.dataevents.read.enabled,.gcp.monitoring.log.group.retention.policy.specific.days.enabled,.gcp.api.gateway.restapi.logging.enabled,.gcp.logging.multi.region.enabled,.gcp.wafv2.web.acl.logging.enabled,.gcp.logging.cloudwatch.logging.enabled,.gcp.vpc.flow.logs.enabled,.gcp.bigquery.cluster.audit.logging",load,security,pci_dss_v4_multi_cloud_10.1.1_0141;pci_dss_v4_multi_cloud_10.1.2_0142,pci_dss_v4,No config or CIEM rule found for gcp load service,config,medium,
gcp,gcp.load.balancing_deletion_protection,load,,"canada_pbmm_moderate_multi_cloud_CCCS_CM-2_0042;canada_pbmm_moderate_multi_cloud_CCCS_CM-2_0042,canada_pbmm_moderate_multi_cloud_CCCS_CM-3_0043,canada_pbmm_moderate_multi_cloud_CCCS_CP-2_0053,canada_pbmm_moderate_multi_cloud_CCCS_SC-22_0142,fedramp_moderate_multi_cloud_CM-2_0101,fedramp_moderate_multi_cloud_CM-2_2_0102,fedramp_moderate_multi_cloud_CM-2_3_0103,fedramp_moderate_multi_cloud_CM-2_7_0104,fedramp_moderate_multi_cloud_CM-3_0105,fedramp_moderate_multi_cloud_CM-3_1_0106,fedramp_moderate_multi_cloud_CM-3_2_0107,fedramp_moderate_multi_cloud_CM-3_4_0108,fedramp_moderate_multi_cloud_CM-3_6_0109,fedramp_moderate_multi_cloud_CP-2_0135,fedramp_moderate_multi_cloud_CP-2_1_0136,fedramp_moderate_multi_cloud_CP-2_2_0137,fedramp_moderate_multi_cloud_CP-2_3_0138,fedramp_moderate_multi_cloud_CP-2_5_0139,fedramp_moderate_multi_cloud_CP-2_8_0140,fedramp_moderate_multi_cloud_SC-22_0354,nist_800_53_rev5_multi_cloud_CM-2-a_0366,nist_800_53_rev5_multi_cloud_CM-2_2_0357,nist_800_53_rev5_multi_cloud_CM-2_2_0358,nist_800_53_rev5_multi_cloud_CM-3-a_0376,nist_800_53_rev5_multi_cloud_CM-8_6_0419,nist_800_53_rev5_multi_cloud_CP-2-a_0462,nist_800_53_rev5_multi_cloud_CP-2-d_0465,nist_800_53_rev5_multi_cloud_CP-2-e_0466,nist_800_53_rev5_multi_cloud_CP-2_5_0457,nist_800_53_rev5_multi_cloud_SC-22_1268,nist_800_53_rev5_multi_cloud_SC-5_2_1189;canada_pbmm_moderate_multi_cloud_CCCS_CM-3_0043;canada_pbmm_moderate_multi_cloud_CCCS_CP-2_0053;canada_pbmm_moderate_multi_cloud_CCCS_SC-22_0142;fedramp_moderate_multi_cloud_CM-2_0101;fedramp_moderate_multi_cloud_CM-2_2_0102;fedramp_moderate_multi_cloud_CM-2_3_0103;fedramp_moderate_multi_cloud_CM-2_7_0104;fedramp_moderate_multi_cloud_CM-3_0105;fedramp_moderate_multi_cloud_CM-3_1_0106;fedramp_moderate_multi_cloud_CM-3_2_0107;fedramp_moderate_multi_cloud_CM-3_4_0108;fedramp_moderate_multi_cloud_CM-3_6_0109;fedramp_moderate_multi_cloud_CP-2_0135;fedramp_moderate_multi_cloud_CP-2_1_0136;fedramp_moderate_multi_cloud_CP-2_2_0137;fedramp_moderate_multi_cloud_CP-2_3_0138;fedramp_moderate_multi_cloud_CP-2_5_0139;fedramp_moderate_multi_cloud_CP-2_8_0140;fedramp_moderate_multi_cloud_SC-22_0354;hipaa_multi_cloud_164_308_a_1_ii_b_0002;nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037;nist_800_53_rev5_multi_cloud_CM-2-a_0366;nist_800_53_rev5_multi_cloud_CM-2_2_0357;nist_800_53_rev5_multi_cloud_CM-2_2_0358;nist_800_53_rev5_multi_cloud_CM-3-a_0376;nist_800_53_rev5_multi_cloud_CM-8_6_0419;nist_800_53_rev5_multi_cloud_CP-2-a_0462;nist_800_53_rev5_multi_cloud_CP-2-d_0465;nist_800_53_rev5_multi_cloud_CP-2-e_0466;nist_800_53_rev5_multi_cloud_CP-2_5_0457;nist_800_53_rev5_multi_cloud_SC-22_1268;nist_800_53_rev5_multi_cloud_SC-5_2_1189",canada_pbmm_moderate;fedramp_moderate_multi;hipaa_multi_cloud;nist_800_171;nist_800_53,No config or CIEM rule found for gcp load service,config,medium,
gcp,gcp.load.balancing_desync_mitigation_mode,load,,pci_dss_v4_multi_cloud_10.2.1.5_0148,pci_dss_v4,No config or CIEM rule found for gcp load service,config,medium,
gcp,gcp.load.balancing_insecure_ssl_ciphers,load,,"nist_800_171_r2_multi_cloud_3_5_10_3.5.10_Store_and_transmit_only_cryptograph_0042;nist_800_53_rev5_multi_cloud_SC-23_5_1275;nist_800_53_rev5_multi_cloud_SC-23_5_1275,nist_800_53_rev5_multi_cloud_SC-8_1_1227;nist_800_53_rev5_multi_cloud_SC-8_1_1227",nist_800_171;nist_800_53,No config or CIEM rule found for gcp load service,config,medium,
gcp,gcp.load.balancing_ssl_listeners,load,,"canada_pbmm_moderate_multi_cloud_CCCS_CA-9_0040;canada_pbmm_moderate_multi_cloud_CCCS_CA-9_0040,canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136,fedramp_moderate_multi_cloud_CA-9_0099,fedramp_moderate_multi_cloud_SC-13_0348,nist_800_53_rev5_multi_cloud_AC-17_2_0143,nist_800_53_rev5_multi_cloud_AC-24_1_0187,nist_800_53_rev5_multi_cloud_AC-4_10_0058,nist_800_53_rev5_multi_cloud_AC-4_11_0059,nist_800_53_rev5_multi_cloud_AC-4_12_0060,nist_800_53_rev5_multi_cloud_AC-4_13_0061,nist_800_53_rev5_multi_cloud_AC-4_14_0062,nist_800_53_rev5_multi_cloud_AC-4_15_0063,nist_800_53_rev5_multi_cloud_AC-4_16_0064,nist_800_53_rev5_multi_cloud_AC-4_17_0065,nist_800_53_rev5_multi_cloud_AC-4_18_0066,nist_800_53_rev5_multi_cloud_AC-4_19_0067,nist_800_53_rev5_multi_cloud_AC-4_1_0057,nist_800_53_rev5_multi_cloud_AC-4_20_0069,nist_800_53_rev5_multi_cloud_AC-4_22_0071,nist_800_53_rev5_multi_cloud_AC-4_23_0072,nist_800_53_rev5_multi_cloud_AC-4_24_0073,nist_800_53_rev5_multi_cloud_AC-4_25_0074,nist_800_53_rev5_multi_cloud_AC-4_27_0076,nist_800_53_rev5_multi_cloud_AC-4_29_0078,nist_800_53_rev5_multi_cloud_AC-4_2_0068,nist_800_53_rev5_multi_cloud_AC-4_30_0080,nist_800_53_rev5_multi_cloud_AC-4_31_0081,nist_800_53_rev5_multi_cloud_AC-4_32_0082,nist_800_53_rev5_multi_cloud_AC-4_3_0079,nist_800_53_rev5_multi_cloud_AC-4_4_0083,nist_800_53_rev5_multi_cloud_AC-4_5_0084,nist_800_53_rev5_multi_cloud_AC-4_6_0085,nist_800_53_rev5_multi_cloud_AC-4_7_0086,nist_800_53_rev5_multi_cloud_AC-4_8_0087,nist_800_53_rev5_multi_cloud_AC-4_9_0088,nist_800_53_rev5_multi_cloud_AU-9_3_0261,nist_800_53_rev5_multi_cloud_CA-9-b_0350,nist_800_53_rev5_multi_cloud_PM-17-b_0876,nist_800_53_rev5_multi_cloud_SC-13-a_1248,nist_800_53_rev5_multi_cloud_SC-23_1_1269,nist_800_53_rev5_multi_cloud_SC-23_1_1270,nist_800_53_rev5_multi_cloud_SC-23_2_1271,nist_800_53_rev5_multi_cloud_SC-23_4_1274,nist_800_53_rev5_multi_cloud_SC-23_5_1275,nist_800_53_rev5_multi_cloud_SC-7_5_1219,nist_800_53_rev5_multi_cloud_SC-8_1_1227,nist_800_53_rev5_multi_cloud_SC-8_2_1228,nist_800_53_rev5_multi_cloud_SC-8_3_1229,nist_800_53_rev5_multi_cloud_SC-8_4_1230,nist_800_53_rev5_multi_cloud_SC-8_5_1231;canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136;fedramp_moderate_multi_cloud_CA-9_0099;fedramp_moderate_multi_cloud_SC-13_0348;gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_312_e_2_i_0031;hipaa_multi_cloud_164_312_e_2_ii_0032;nist_800_53_rev5_multi_cloud_AC-17_2_0143;nist_800_53_rev5_multi_cloud_AC-24_1_0187;nist_800_53_rev5_multi_cloud_AC-4_10_0058;nist_800_53_rev5_multi_cloud_AC-4_11_0059;nist_800_53_rev5_multi_cloud_AC-4_12_0060;nist_800_53_rev5_multi_cloud_AC-4_13_0061;nist_800_53_rev5_multi_cloud_AC-4_14_0062;nist_800_53_rev5_multi_cloud_AC-4_15_0063;nist_800_53_rev5_multi_cloud_AC-4_16_0064;nist_800_53_rev5_multi_cloud_AC-4_17_0065;nist_800_53_rev5_multi_cloud_AC-4_18_0066;nist_800_53_rev5_multi_cloud_AC-4_19_0067;nist_800_53_rev5_multi_cloud_AC-4_1_0057;nist_800_53_rev5_multi_cloud_AC-4_20_0069;nist_800_53_rev5_multi_cloud_AC-4_22_0071;nist_800_53_rev5_multi_cloud_AC-4_23_0072;nist_800_53_rev5_multi_cloud_AC-4_24_0073;nist_800_53_rev5_multi_cloud_AC-4_25_0074;nist_800_53_rev5_multi_cloud_AC-4_27_0076;nist_800_53_rev5_multi_cloud_AC-4_29_0078;nist_800_53_rev5_multi_cloud_AC-4_2_0068;nist_800_53_rev5_multi_cloud_AC-4_30_0080;nist_800_53_rev5_multi_cloud_AC-4_31_0081;nist_800_53_rev5_multi_cloud_AC-4_32_0082;nist_800_53_rev5_multi_cloud_AC-4_3_0079;nist_800_53_rev5_multi_cloud_AC-4_4_0083;nist_800_53_rev5_multi_cloud_AC-4_5_0084;nist_800_53_rev5_multi_cloud_AC-4_6_0085;nist_800_53_rev5_multi_cloud_AC-4_7_0086;nist_800_53_rev5_multi_cloud_AC-4_8_0087;nist_800_53_rev5_multi_cloud_AC-4_9_0088;nist_800_53_rev5_multi_cloud_AU-9_3_0261;nist_800_53_rev5_multi_cloud_CA-9-b_0350;nist_800_53_rev5_multi_cloud_PM-17-b_0876;nist_800_53_rev5_multi_cloud_SC-13-a_1248;nist_800_53_rev5_multi_cloud_SC-23_1_1269;nist_800_53_rev5_multi_cloud_SC-23_1_1270;nist_800_53_rev5_multi_cloud_SC-23_2_1271;nist_800_53_rev5_multi_cloud_SC-23_4_1274;nist_800_53_rev5_multi_cloud_SC-23_5_1275;nist_800_53_rev5_multi_cloud_SC-7_5_1219;nist_800_53_rev5_multi_cloud_SC-8_1_1227;nist_800_53_rev5_multi_cloud_SC-8_2_1228;nist_800_53_rev5_multi_cloud_SC-8_3_1229;nist_800_53_rev5_multi_cloud_SC-8_4_1230;nist_800_53_rev5_multi_cloud_SC-8_5_1231;pci_dss_v4_multi_cloud_4.2.1.1_0062",canada_pbmm_moderate;fedramp_moderate_multi;gdpr_multi_cloud;hipaa_multi_cloud;nist_800_53;pci_dss_v4,No config or CIEM rule found for gcp load service,config,medium,
gcp,gcp.load.balancing_waf_acl_attached,load,,nist_800_53_rev5_multi_cloud_AC-4_21_0070,nist_800_53,No config or CIEM rule found for gcp load service,config,medium,
gcp,gcp.loadbalancing.v2.waf.acl.attached,loadbalancing,security,nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,nist_800_171,No config or CIEM rule found for gcp loadbalancing service,config,medium,
gcp,cloud.logging.enabled,logging,security,hipaa_multi_cloud_164_308_a_1_ii_d_0003,hipaa_multi_cloud,No config or CIEM rule found for gcp logging service,config,medium,
gcp,cloud.logging.log.file.validation.enabled,logging,security,hipaa_multi_cloud_164_308_a_1_ii_d_0003,hipaa_multi_cloud,No config or CIEM rule found for gcp logging service,config,medium,
gcp,gcp.logging.alert.iam.permission.changes.storage,logging,cis_control,cis_gcp_gcp_2.10_0094,cis_gcp_gcp,No config or CIEM rule found for gcp logging service,config,medium,
gcp,gcp.logging.export.bucket.retention.policy.locked,logging,cis_control,cis_gcp_gcp_2.3_0087,cis_gcp_gcp,No config or CIEM rule found for gcp logging service,config,medium,
gcp,gcp.logging.log.metric.custom.role.changes.alerts.enabled,logging,cis_control,cis_gcp_gcp_2.6_0090,cis_gcp_gcp,No config or CIEM rule found for gcp logging service,config,medium,
gcp,gcp.logging.log.metric.filter.alerts.vpc.changes,logging,cis_control,cis_gcp_gcp_2.9_0093;gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,cis_gcp_gcp;gdpr_multi_cloud,No config or CIEM rule found for gcp logging service,config,medium,
gcp,gcp.logging.log.metric.project.ownership.assignments.monitored,logging,cis_control,cis_gcp_gcp_2.4_0088,cis_gcp_gcp,No config or CIEM rule found for gcp logging service,config,medium,
gcp,gcp.logging.log_metric_filter_alarm_configured:gcp.logging_store.logging_security_store_encryption_at_rest_cmek,logging,,"canada_pbmm_moderate_multi_cloud_CCCS_AU-6_0028;canada_pbmm_moderate_multi_cloud_CCCS_AU-6_0028,fedramp_moderate_multi_cloud_AU-6_0065;fedramp_moderate_multi_cloud_AU-6_0065",canada_pbmm_moderate;fedramp_moderate_multi,No config or CIEM rule found for gcp logging service,config,medium,
