csp,rule_id,rule_type,intent,frameworks,compliance_ids,framework_applicable,framework_detail,control_text_excerpt,catalog_candidates,auto_category
gcp,gcp.logging.chain.sink_bypass,ciem,Detect modifications to Log Sinks or exclusion filters and sequences where sink deletion/alteration precedes high-risk activities in projects.,CIS,CIS/3.2.2,APPLIES,CIS control CIS/3.2.2 found in CIS-gcp,[CIS-gcp 3.2.2] Ensure ICMP redirects are not accepted — ICMP redirect messages are packets that convey routing information and tell your host (acting as a router) to send packets via an alternate path. It is a way of allowing an outside routing device to u,gcp.logging.sink.sink_destination_least_privilege (shared:sink); gcp.logging.sink.sink_destination_encrypted (shared:sink); gcp.logging.sink.sink_cross_account_destinations_restricted (shared:sink); gcp.logging.audit.log_sink_deleted (shared:sink); gcp.logging.activity.update_sink (shared:sink),GENUINELY_NEW
gcp,gcp.logging.chain.sink_disable,ciem,"Detect audit log sink retention period shortening or sink deletion, and sequences to disrupt log export.",CIS,CIS/1.2.21,MISMATCH,"CIS control CIS/1.2.21 found in ['alicloud', 'k8s'] but not gcp",,gcp.logging.sink.sink_destination_least_privilege (shared:sink); gcp.logging.sink.sink_destination_encrypted (shared:sink); gcp.logging.sink.sink_cross_account_destinations_restricted (shared:sink); gcp.logging.audit.log_sink_deleted (shared:sink); gcp.logging.activity.update_sink (shared:sink),FRAMEWORK_MISMATCH
gcp,gcp.logging.chain.sink_route_delete,ciem,Detect privileged service account key creation and chained log routing deletion to evade detection.,CANADA_PBMM,CANADA_PBMM/SI-4(14),APPLIES,CANADA_PBMM is cross-CSP,,"gcp.logging.activity.delete_sink (shared:delete,sink); gcp.logging.sink.sink_destination_least_privilege (shared:sink); gcp.logging.sink.sink_destination_encrypted (shared:sink); gcp.logging.sink.sink_cross_account_destinations_restricted (shared:sink); gcp.logging.audit.log_sink_deleted (shared:sink)",AMBIGUOUS
gcp,gcp.osconfig.audit.patch_execution,ciem,Track Compute Engine instance creation and OS Config patch executions to enforce software allow/deny policies.; Flag custom image creation from extern,NIST_800_171,NIST_800_171/3.4.8;NIST_800_171/3.7.4,APPLIES,NIST_800_171 is cross-CSP,,gcp.osconfig.patch_deployment.vuln_patch_maintenance_windows_configured (shared:patch); gcp.osconfig.patch_deployment.vuln_patch_baseline_defined_for_families (shared:patch); gcp.osconfig.patch_deployment.vuln_patch_approval_rules_defined (shared:patch); gcp.osconfig.patch_deployment.vuln_maintenance_execution_roles_least_privilege (shared:execution); gcp.osconfig.patch_deployment.patch_maintenance_windows_configured (shared:patch),GENUINELY_NEW
gcp,gcp.osconfig.chain.auditd_evasion,ciem,Detect Compute Engine auditd service manipulation and OS Config patch deployments that modify or disable auditd,CIS,CIS/5.7.2,APPLIES,CIS control CIS/5.7.2 found in CIS-gcp,[CIS-gcp 5.7.2] Enable Linux auditd logging — Run the auditd logging daemon to obtain verbose operating system logs from GKE nodes running Container-Optimized OS (COS).,,GENUINELY_NEW
gcp,gcp.resourcemanager.audit.project_change,ciem,"Track IAM policy changes and project-level configuration modifications (e.g., project IAM updates) for review and logging.",NIST_800_171,NIST_800_171/3.4.3,APPLIES,NIST_800_171 is cross-CSP,,gcp.resourcemanager.audit.project_deleted (shared:project),GENUINELY_NEW
gcp,gcp.securitycenter.audit.event_threat_detection_disable,ciem,Detect removal of Log Sinks or disabling of Event Threat Detection which could silence Security Command Center findings.,CIS,CIS/4.15,MISMATCH,CIS control CIS/4.15 found in ['aws'] but not gcp,,,FRAMEWORK_MISMATCH
gcp,gcp.securitycenter.chain.suspend_scc,ciem,Detect disabling of OS Config agent (malware scanning) or actions to suspend Security Command Center services.,CANADA_PBMM,CANADA_PBMM/SI-3(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.securitycenter.activity_log.finding_state_change,ciem,"Detect state changes (e.g., to INACTIVE) of Security Command Center findings or deletion of Cloud Asset Inventory exports containing vulnerability dat",PCI_DSS,PCI_DSS/6.3.1,APPLIES,PCI_DSS is cross-CSP,[CIS-gcp 6.3.1] Ensure 'external scripts enabled' Database Flag for Cloud SQL SQL Server Instanc — It is recommended to set external scripts enabled database flag for Cloud SQL SQL Server instance to off,,GENUINELY_NEW
gcp,gcp.securitycenter.audit.disable,ciem,Detect disabling of Security Command Center services or service account impersonation chains that could bypass external asset monitoring.; Detect disa,CIS;PCI_DSS,CIS/8.1.16;PCI_DSS/5.3.4,APPLIES,PCI_DSS is cross-CSP,[CIS-gcp 5.3.4] Ensure default user umask is 027 or more restrictive — The default umask determines the permissions of files created by users. The user creating the file has the discretion of making their files and directories readable by others via the chmod command. Us,,GENUINELY_NEW
ibm,ibm.activity_log.audit.rule_deletion,ciem,"Detect deletion of critical security rules (Security Groups, ACLs) in logs and chained events that disable monitoring services.",PCI_DSS,PCI_DSS/10.7.1,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_log.chain.privileged_action,ciem,Detect chains of privileged IAM and resource actions indicative of reconnaissance or lateral movement.,CANADA_PBMM,CANADA_PBMM/SI-4(20),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.config_change_chain,ciem,Detect chains of suspicious configuration changes that could disrupt log integrity or review processes in IBM Cloud.,PCI_DSS,PCI_DSS/10.4.2.1,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.config_update,ciem,Detect Activity Tracker instance configuration updates and privilege escalation chains to disable log routing,CIS,CIS/3.1.13,MISMATCH,CIS control CIS/3.1.13 found in ['k8s'] but not ibm,,,FRAMEWORK_MISMATCH
ibm,ibm.activity_tracker.audit.event_routes_update,ciem,Detect IAM API key creation followed by Activity Tracker event route changes to divert logs.,CANADA_PBMM,CANADA_PBMM/SI-4(7),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.event_routing_disable,ciem,Detect security group alterations that increase exposure and disabling of activity tracker event routing to evade detection.,CANADA_PBMM,CANADA_PBMM/RA-5(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.log_integrity_violation,ciem,Monitor for log export deletions or timestamp alterations in Activity Tracker,CANADA_PBMM,CANADA_PBMM/AU-8(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.chain.evasion,ciem,Detect IAM policy updates and chained actions to evade activity tracking for access policies,CIS,CIS/2.4,MISMATCH,"CIS control CIS/2.4 found in ['alicloud', 'aws', 'azure', 'gcp', 'k8s'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.activity_tracker.chain.replay_sequence,ciem,Detect authentication replay events and suspicious sequences indicating potential replay attacks.,NIST_800_171,NIST_800_171/3.5.4,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.activity_log.disable,ciem,"Detect Activity Tracker instance deletion or route removal, and Cloudant database audit log configuration changes that halt log forwarding.",CIS,CIS/2.1.2,APPLIES,CIS control CIS/2.1.2 found in CIS-ibm,[CIS-ibm 2.1.2] Ensure network access for Cloud Object Storage is restricted to specific IP rang — IBM Cloud Object Storage bucket firewall restricts all access to data unless the request originates from a list of allowed IP addresses.,,GENUINELY_NEW
ibm,ibm.activity_tracker.activity_log.iam_change,ciem,Monitor IAM access policy changes and resource group/resource modifications for tracking and approval.,NIST_800_171,NIST_800_171/3.4.3,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.activity_log.route_delete,ciem,Detect deletion of Activity Tracker routes or chained actions disabling log exports to obscure audit content; Detect Activity Tracker route deletions ,CANADA_PBMM;CIS,CANADA_PBMM/AU-3(1);CIS/1.2.20,APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.config_change,ciem,"Detect creation of ""false positive"" notes on IBM Security Advisor findings or configuration changes to IBM Activity Tracker that could suppress vulner",PCI_DSS,PCI_DSS/6.3.1,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.log_export_delete,ciem,"Detect export or deletion of Activity Tracker events, or chained actions to remove/encrypt log data in backing stores.",CANADA_PBMM,CANADA_PBMM/AU-9(2),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.reduction,ciem,Detect Activity Tracker route deletions or event suppression and anomalous IAM actions to limit reporting,NIST_800_171,NIST_800_171/3.3.6,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.retention_update,ciem,Detect retention period reduction for Activity Tracker instances and multi-step log routing disruption.,CIS,CIS/1.2.21,MISMATCH,"CIS control CIS/1.2.21 found in ['alicloud', 'k8s'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.activity_tracker.audit.route_delete,ciem,"Detect creation of an IAM API key followed by deletion of an Activity Tracker event routing rule, indicating credential creation and log tampering.",CANADA_PBMM,CANADA_PBMM/SI-4(4),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.audit.stop_logging,ciem,Detect changes to security group rules that block scanner IPs or stopping of Activity Tracker logging to hide evasion attempts.; Detect changes to sec,CANADA_PBMM,CANADA_PBMM/RA-5(6);CANADA_PBMM/RA-5(8),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.chain.access_group_evasion,ciem,Detect service ID privilege reversion post-review and chained access group modifications to evade entitlement removal,PCI_DSS,PCI_DSS/7.2.4,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.chain.export_suppress,ciem,Detect modifications to Activity Tracker event routing or retention and chains where route disabling is followed by unauthorized resource changes.,CIS,CIS/3.2.2,MISMATCH,"CIS control CIS/3.2.2 found in ['alicloud', 'aws', 'azure', 'gcp', 'k8s', 'oracle'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.activity_tracker.chain.log_export_delete,ciem,Detect disabling of IBM Security Advisor malware detection alerts or deletion of Activity Tracker log exports containing anti-malware events.,PCI_DSS,PCI_DSS/5.3.4,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.chain.log_integrity_bypass,ciem,Detect modifications to Activity Tracker retention/archiving settings and chained events to bypass logging.,CIS,CIS/1.2.22,MISMATCH,"CIS control CIS/1.2.22 found in ['alicloud', 'k8s'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.activity_tracker.chain.role_assignment,ciem,<detect API key creation and role assignment patterns leading to privilege expansion>,CANADA_PBMM,CANADA_PBMM/AC-6(9),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.chain.route_disable,ciem,Detect retention period reduction for Activity Tracker instances and multi-step log routing disruption.,CIS,CIS/1.2.21,MISMATCH,"CIS control CIS/1.2.21 found in ['alicloud', 'k8s'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.chain.defense_evasion,ciem,"Detect deletion of critical security rules (Security Groups, ACLs) in logs and chained events that disable monitoring services.",PCI_DSS,PCI_DSS/10.7.1,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
ibm,ibm.chain.privileged_after_suppress,ciem,Detect Activity Tracker instance/route deletions or event filtering followed by high-risk IAM/Resource actions.,CANADA_PBMM,CANADA_PBMM/AU-7(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.cloudant.audit.route_delete,ciem,"Detect Activity Tracker instance deletion or route removal, and Cloudant database audit log configuration changes that halt log forwarding.",CIS,CIS/2.1.2,APPLIES,CIS control CIS/2.1.2 found in CIS-ibm,[CIS-ibm 2.1.2] Ensure network access for Cloud Object Storage is restricted to specific IP rang — IBM Cloud Object Storage bucket firewall restricts all access to data unless the request originates from a list of allowed IP addresses.,,GENUINELY_NEW
ibm,ibm.cloudant.chain.log_removal,ciem,"Detect export or deletion of Activity Tracker events, or chained actions to remove/encrypt log data in backing stores.",CANADA_PBMM,CANADA_PBMM/AU-9(2),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.activity_tracker.chain.cloudaudit_export_disable,ciem,Detect deletion of Activity Tracker routes or chained actions disabling log exports to obscure audit content,CANADA_PBMM,CANADA_PBMM/AU-3(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
ibm,ibm.codeengine.activity_log.privileged_job_run,ciem,Detect privileged workload creation in IKS/OpenShift and Code Engine,CIS,CIS/2.1.1,MISMATCH,"CIS control CIS/2.1.1 found in ['aws', 'azure', 'k8s', 'oracle'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.containerservice.audit.privileged_pod_creation,ciem,Monitor IBM Kubernetes Service for privileged pod deployments; Detect privileged workload creation in IKS/OpenShift and Code Engine,CIS,CIS/2.1.1;CIS/5.2.1,MISMATCH,"CIS control CIS/2.1.1 found in ['alicloud', 'aws', 'azure', 'gcp', 'k8s', 'oracle'] but not ibm",,,FRAMEWORK_MISMATCH
ibm,ibm.cos.activity_log.delete_bucket,ciem,Detect block storage volume deletion and Cloud Object Storage bucket deletion as disposal actions.,NIST_800_171,NIST_800_171/3.8.3,APPLIES,NIST_800_171 is cross-CSP,,ibm.cos.activity.bucket_policy_change (shared:bucket); ibm.cos.activity.bucket_deleted (shared:bucket); ibm.cos.activity.bucket_created_public (shared:bucket); ibm.cos.activity.bucket_change (shared:bucket); ibm.cos.activity.bucket_change (shared:bucket),GENUINELY_NEW
ibm,ibm.functions.activity_log.create_action,ciem,"Monitor creation or modification of IBM Cloud Functions actions, representing serverless mobile code.",NIST_800_171,NIST_800_171/3.13.13,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.functions.activity_log.iam_serviceid,ciem,Detect IAM service ID assignments to IBM Cloud Functions with excessive roles and chained policy changes for defense evasion.,CIS,CIS/12.4,MISMATCH,CIS control CIS/12.4 found in ['aws'] but not ibm,,,FRAMEWORK_MISMATCH
ibm,ibm.iam.activity_log.access_policy_modify,ciem,Detect IAM access policy changes and anomalous modification chains to bypass review,CIS,CIS/5.3.7,AMBIGUOUS,"generic CIS, control CIS/5.3.7 not found in any CIS benchmark",,ibm.iam.activity.policy_created (shared:policy); ibm.iam.activity.policy_change (shared:policy); ibm.iam.activity.access_group_change (shared:access); ibm.iam.activity.access_group_change (shared:access),GENUINELY_NEW
ibm,ibm.iam.activity_log.account_invite,ciem,Monitor invitations of external users to the account and subsequent API key generation for them.,CIS,CIS/5.3.2,MISMATCH,"CIS control CIS/5.3.2 found in ['alicloud', 'azure', 'gcp', 'k8s'] but not ibm",,ibm.iam.activity.account_settings_change (shared:account); ibm.iam.activity.account_settings_change (shared:account),FRAMEWORK_MISMATCH
ibm,ibm.iam.activity_log.anomaly,ciem,Detect Activity Tracker route deletions or event suppression and anomalous IAM actions to limit reporting,NIST_800_171,NIST_800_171/3.3.6,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
ibm,ibm.iam.activity_log.api_key_activity,ciem,Detect API key usage for privileged account and virtual server login by privileged identity,CANADA_PBMM,CANADA_PBMM/IA-2(1),APPLIES,CANADA_PBMM is cross-CSP,,"ibm.iam.activity.api_key_deleted (shared:api,key); ibm.iam.activity.api_key_created (shared:api,key)",AMBIGUOUS
