rule_id,source_category,service,severity,check_type,title,description,threat_category,aws_mapped_compliance_ids,compliance_frameworks_list,source_file
aws.iam.cloudtrail.delete_account_password_policy,iam,iam,high,log,IAM: Delete Account Password Policy,IAM account password policy deleted — authentication strength requirements removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.delete_account_password_policy.yaml
aws.iam.cloudtrail.delete_login_profile,iam,iam,medium,log,IAM: Delete Login Profile,IAM login profile deleted — console access removed from user.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.delete_login_profile.yaml
aws.iam.cloudtrail.delete_oidc_provider,iam,iam,medium,log,IAM: Delete OIDC Provider,OIDC identity provider deleted.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.delete_oidc_provider.yaml
aws.iam.cloudtrail.delete_policy,iam,iam,medium,log,IAM: Delete Policy,IAM policy deleted.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.delete_policy.yaml
aws.iam.cloudtrail.delete_role,iam,iam,medium,log,IAM: Delete Role,IAM role deleted.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.delete_role.yaml
aws.iam.cloudtrail.delete_saml_provider,iam,iam,medium,log,IAM: Delete SAML Provider,SAML identity provider deleted.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.delete_saml_provider.yaml
aws.iam.cloudtrail.delete_user,iam,iam,high,log,IAM: Delete User,IAM user deleted — may indicate account cleanup after attack or legitimate offboarding.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.delete_user.yaml
aws.iam.cloudtrail.delete_virtual_mfa_device,iam,iam,high,log,IAM: Delete Virtual MFA Device,Virtual MFA device deleted — authentication control removed.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.delete_virtual_mfa_device.yaml
aws.iam.cloudtrail.get_access_key_last_used,iam,iam,low,log,IAM: Get Access Key Last Used,IAM access key last-used information queried — reconnaissance of credential activity.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.get_access_key_last_used.yaml
aws.iam.cloudtrail.org_attach_policy,iam,iam,high,log,IAM: Org Attach Policy,Policy attached at AWS Organizations level — affects all member accounts.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.org_attach_policy.yaml
aws.iam.cloudtrail.org_create_account,iam,iam,high,log,IAM: Org Create Account,New AWS account created in organization — expands attack surface.,initial_access,cis_aws_v3_1.14;cis_aws_v3_2.1;cis_azure_v2_1.2;cis_azure_v2_2.1;nist_800_53_r5_AC-17;nist_800_53_r5_IA-2;nist_800_53_r5_SI-3;pci_dss_v4_8.3;pci_dss_v4_11.5;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.org_create_account.yaml
aws.iam.cloudtrail.org_create_policy,iam,iam,high,log,IAM: Org Create Policy,Organizations policy created — scope covers all member accounts.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.org_create_policy.yaml
aws.iam.cloudtrail.org_delete_policy,iam,iam,medium,log,IAM: Org Delete Policy,Organizations policy deleted.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.org_delete_policy.yaml
aws.iam.cloudtrail.org_detach_policy,iam,iam,medium,log,IAM: Org Detach Policy,Organizations policy detached.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.org_detach_policy.yaml
aws.iam.cloudtrail.org_remove_account,iam,iam,medium,log,IAM: Org Remove Account,Account removed from AWS organization.,initial_access,cis_aws_v3_1.14;cis_aws_v3_2.1;cis_azure_v2_1.2;cis_azure_v2_2.1;nist_800_53_r5_AC-17;nist_800_53_r5_IA-2;nist_800_53_r5_SI-3;pci_dss_v4_8.3;pci_dss_v4_11.5;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.org_remove_account.yaml
aws.iam.cloudtrail.org_update_policy,iam,iam,high,log,IAM: Org Update Policy,Organizations policy updated — may expand permissions across all member accounts.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.org_update_policy.yaml
aws.iam.cloudtrail.remove_user_from_group,iam,iam,medium,log,IAM: Remove User From Group,User removed from IAM group.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.remove_user_from_group.yaml
aws.iam.cloudtrail.set_default_policy_version,iam,iam,medium,log,IAM: Set Default Policy Version,Default IAM policy version changed — may activate previously inactive permissions.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.set_default_policy_version.yaml
aws.iam.cloudtrail.sso_create_account_assignment,iam,iam,high,log,IAM: SSO Create Account Assignment,SSO account assignment created via AWS SSO — account access granted.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sso_create_account_assignment.yaml
aws.iam.cloudtrail.sso_create_permission_set,iam,iam,medium,log,IAM: SSO Create Permission Set,SSO permission set created — defines access scope for SSO assignments.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sso_create_permission_set.yaml
aws.iam.cloudtrail.sso_delete_account_assignment,iam,iam,medium,log,IAM: SSO Delete Account Assignment,SSO account assignment deleted.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sso_delete_account_assignment.yaml
aws.iam.cloudtrail.sso_delete_permission_set,iam,iam,low,log,IAM: SSO Delete Permission Set,SSO permission set deleted.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sso_delete_permission_set.yaml
aws.iam.cloudtrail.sso_provision_permission_set,iam,iam,medium,log,IAM: SSO Provision Permission Set,SSO permission set provisioned to accounts.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sso_provision_permission_set.yaml
aws.iam.cloudtrail.sts_assume_role_with_saml,iam,iam,high,log,IAM: STS Assume Role With SAML,Role assumed via SAML federation — forged or legitimate SAML token used to gain AWS access.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sts_assume_role_with_saml.yaml
aws.iam.cloudtrail.sts_decode_authorization_message,iam,iam,low,log,IAM: STS Decode Authorization Message,STS authorization message decoded — may expose internal policy details.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sts_decode_authorization_message.yaml
aws.iam.cloudtrail.sts_get_federation_token,iam,iam,high,log,IAM: STS Get Federation Token,Federated token obtained — enables acting as a federated user with scoped custom permissions.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sts_get_federation_token.yaml
aws.iam.cloudtrail.sts_get_session_token,iam,iam,medium,log,IAM: STS Get Session Token,Temporary STS session token requested — may indicate credential harvesting.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.sts_get_session_token.yaml
aws.iam.cloudtrail.update_login_profile,iam,iam,high,log,IAM: Update Login Profile,IAM login profile updated — password reset or access modification detected.,identity_manipulation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.22;cis_azure_v2_1.1;cis_azure_v2_2.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,iam/aws.iam.cloudtrail.update_login_profile.yaml
aws.lambda.cloudtrail.concurrency_limit_removed,lambda,lambda,medium,log,Lambda: Concurrency Limit Removed,Lambda concurrency limit removed — function can now scale without restriction.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.cloudtrail.concurrency_limit_removed.yaml
aws.lambda.cloudtrail.env_vars_updated,lambda,lambda,high,log,Lambda: Env Vars Updated,Lambda environment variables updated — function configuration changed; may expose secrets.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.cloudtrail.env_vars_updated.yaml
aws.lambda.cloudtrail.function_code_updated,lambda,lambda,high,log,Lambda: Function Code Updated,Lambda function code updated via cloud admin API — existing function logic replaced.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.cloudtrail.function_code_updated.yaml
aws.lambda.cloudtrail.function_created,lambda,lambda,high,log,Lambda: Function Created,Lambda function created — serverless compute workload deployed via cloud admin API.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.cloudtrail.function_created.yaml
aws.lambda.cloudtrail.function_deleted,lambda,lambda,medium,log,Lambda: Function Deleted,Lambda function deleted.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.cloudtrail.function_deleted.yaml
aws.lambda.cloudtrail.layer_permission_added,lambda,lambda,medium,log,Lambda: Layer Permission Added,Lambda layer permission added — external account can use this layer.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.cloudtrail.layer_permission_added.yaml
aws.lambda.function_log.access_denied,lambda,lambda,low,log,Lambda: Access Denied,Access denied on S3 operation — unauthorized access attempt or permission misconfiguration.,discovery,,,lambda/aws.lambda.function_log.access_denied.yaml
aws.lambda.function_log.connection_refused,lambda,lambda,low,log,Lambda: Connection Refused,Lambda connection refused — function could not connect to external endpoint.,discovery,,,lambda/aws.lambda.function_log.connection_refused.yaml
aws.lambda.function_log.credential_error,lambda,lambda,medium,log,Lambda: Credential Error,Lambda credential error — function unable to authenticate; possible misconfiguration or stolen role.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.function_log.credential_error.yaml
aws.lambda.function_log.function_error,lambda,lambda,low,log,Lambda: Function Error,Lambda function execution error — runtime error recorded.,discovery,,,lambda/aws.lambda.function_log.function_error.yaml
aws.lambda.function_log.import_error,lambda,lambda,low,log,Lambda: Import Error,Lambda import error — dependency missing.,discovery,,,lambda/aws.lambda.function_log.import_error.yaml
aws.lambda.function_log.invocation_report,lambda,lambda,low,log,Lambda: Invocation Report,Lambda invocation report — function execution statistics recorded.,discovery,,,lambda/aws.lambda.function_log.invocation_report.yaml
aws.lambda.function_log.metadata_endpoint,lambda,lambda,high,log,Lambda: Metadata Endpoint,EC2 instance metadata endpoint queried — SSRF or server-side access to credentials detected.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.function_log.metadata_endpoint.yaml
aws.lambda.function_log.structured_event,lambda,lambda,low,log,Lambda: Structured Event,Lambda structured log event — custom application data recorded from function.,discovery,,,lambda/aws.lambda.function_log.structured_event.yaml
aws.lambda.function_log.subprocess_exec,lambda,lambda,high,log,Lambda: Subprocess Exec,Container exec command detected — interactive shell access via container CLI/API.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.function_log.subprocess_exec.yaml
aws.lambda.function_log.timeout,lambda,lambda,low,log,Lambda: Timeout,Connection timeout at load balancer — service unavailability or DoS indicator.,discovery,,,lambda/aws.lambda.function_log.timeout.yaml
aws.lambda.function_log.unauthorized_error,lambda,lambda,medium,log,Lambda: Unauthorized Error,Lambda unauthorized error — function invocation denied; possible credential misuse.,initial_access,cis_aws_v3_1.14;cis_aws_v3_2.1;cis_azure_v2_1.2;cis_azure_v2_2.1;nist_800_53_r5_AC-17;nist_800_53_r5_IA-2;nist_800_53_r5_SI-3;pci_dss_v4_8.3;pci_dss_v4_11.5;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,lambda/aws.lambda.function_log.unauthorized_error.yaml
