rule_id,provider,service,category,severity,title,description,rule_type,check_type,complexity,frameworks,compliance_ids,threat_category,action_category,mitre_tactics,mitre_techniques,risk_score,domain,posture_category,source_file
alicloud.ram.policy.attached_only_to_group_or_roles_configured,alicloud,ram,policy,MEDIUM,3_4_6: 3.4.6 Employ the principle of least functionality by configuring organiza,3_4_6: 3.4.6 Employ the principle of least functionality by configuring organiza,config,config,L2_API_CONFIG,CANADA_PBMM;FedRAMP_Moderate;ISO27001_2022;NIST_800_171;NIST_800_53;SOC2,canada_pbmm_moderate_CCCS_CM_9;fedramp_moderate_CM_9;iso27001_2022_A.5.15;iso27001_2022_A.9.2;iso27001_2022_A.9.4;...(+29 more),,,,,,,,alicloud_rule_config/ram/alicloud.ram.policy.attached_only_to_group_or_roles_configured.yaml
alicloud.ram.policy.deny_maintenance_tools_restricted,alicloud,ram,policy,MEDIUM,Check RAM policies for denies on actions related to maintenance tools.,Check RAM policies for denies on actions related to maintenance tools.; (refined),config,config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/MA-3(1);CANADA_PBMM/MA-3(2),,,,,,,,alicloud_rule_config/ram/alicloud.ram.policy.deny_maintenance_tools_restricted.yaml
alicloud.ram.policy.external_entities_configured,alicloud,ram,policy,MEDIUM,Check RAM policy statements for external Alibaba Cloud accounts or entities.,Check RAM policy statements for external Alibaba Cloud accounts or entities.; Check RAM policies for principals from external Alibaba Cloud accounts.,config,config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/AC-20(1);CANADA_PBMM/AC-20(2),,,,,,,,alicloud_rule_config/ram/alicloud.ram.policy.external_entities_configured.yaml
alicloud.ram.policy.overly_permissive_configured,alicloud,ram,policy,MEDIUM,CCCS AC-6: Least Privilege,CCCS AC-6: Least Privilege,config,config,L2_API_CONFIG,CANADA_PBMM;FedRAMP_Moderate,canada_pbmm_moderate_CCCS_AC_6;fedramp_moderate_AC_6,,,,,,,,alicloud_rule_config/ram/alicloud.ram.policy.overly_permissive_configured.yaml
alicloud.ram.role.custom_policies_configured,alicloud,ram,role,MEDIUM,(refined),(refined),config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/AC-6,,,,,,,,alicloud_rule_config/ram/alicloud.ram.role.custom_policies_configured.yaml
alicloud.ram.role.least_privilege_enforced,alicloud,ram,role,MEDIUM,(refined),(refined),config,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,,,,,,,,alicloud_rule_config/ram/alicloud.ram.role.least_privilege_enforced.yaml
alicloud.ram.role.policy_attachments_configured,alicloud,ram,role,MEDIUM,(refined),(refined),config,config,L4_POLICY_PARSE,CIS,CIS/4.1.6,,,,,,,,alicloud_rule_config/ram/alicloud.ram.role.policy_attachments_configured.yaml
alicloud.ram.role.trust_policy_external_ids_configured,alicloud,ram,role,MEDIUM,Check RAM role trust policies for unauthorized external Alibaba Cloud accounts.,Check RAM role trust policies for unauthorized external Alibaba Cloud accounts.,config,config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/SA-9(2),,,,,,,,alicloud_rule_config/ram/alicloud.ram.role.trust_policy_external_ids_configured.yaml
alicloud.ram.role.wildcard_action_configured,alicloud,ram,role,HIGH,(refined),(refined),config,config,L2_API_CONFIG,CIS_ALICLOUD,CIS_ALICLOUD/4.1.3,,,,,,,,alicloud_rule_config/ram/alicloud.ram.role.wildcard_action_configured.yaml
alicloud.ram.root.hardware_mfa_enabled,alicloud,ram,root,HIGH,164_308_a_3_ii_a: 164.308(a)(3)(ii)(A) Authorization and/or supervision,164_308_a_3_ii_a: 164.308(a)(3)(ii)(A) Authorization and/or supervision,config,config,L1_API_BOOLEAN,CISA_CE;GDPR;HIPAA;NIST_800_171;NIST_800_53,cisa_ce_v1_Booting_Up_2;gdpr_article_25;hipaa_164_308_a_3_ii_a;hipaa_164_312_d;nist_800_171_r2_3_1_1;...(+12 more),,,,,,,,alicloud_rule_config/ram/alicloud.ram.root.hardware_mfa_enabled.yaml
alicloud.ram.security.contact_information_configured,alicloud,ram,security,MEDIUM,(refined),(refined),config,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,,,,,,,,alicloud_rule_config/ram/alicloud.ram.security.contact_information_configured.yaml
alicloud.ram.securityaudit.role_created_configured,alicloud,ram,securityaudit,MEDIUM,Segregation of Duties,Segregation of Duties,config,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.5.3,,,,,,,,alicloud_rule_config/ram/alicloud.ram.securityaudit.role_created_configured.yaml
alicloud.ram.support.role_created_configured,alicloud,ram,support,MEDIUM,Article 25 Data protection by design and by default,Article 25 Data protection by design and by default,config,config,L2_API_CONFIG,GDPR,gdpr_article_25,,,,,,,,alicloud_rule_config/ram/alicloud.ram.support.role_created_configured.yaml
alicloud.ram.user.account_management_enabled,alicloud,ram,user,MEDIUM,(refined),(refined),config,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/AC-2(1),,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.account_management_enabled.yaml
alicloud.ram.user.allow_login_profile_restricted,alicloud,ram,user,MEDIUM,Check that RAM user login profiles require MFA for account management.,Check that RAM user login profiles require MFA for account management.,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/AC-2(9),,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.allow_login_profile_restricted.yaml
alicloud.ram.user.anonymous_auth_disabled,alicloud,ram,user,HIGH,(refined),(refined),config,config,L1_API_BOOLEAN,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.anonymous_auth_disabled.yaml
alicloud.ram.user.console_access_unused_disabled,alicloud,ram,user,MEDIUM,164_308_a_3_ii_b: 164.308(a)(3)(ii)(B) Workforce clearance procedure,164_308_a_3_ii_b: 164.308(a)(3)(ii)(B) Workforce clearance procedure,config,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;GDPR;HIPAA;ISO27001_2022;NIST_800_171;NIST_800_53;PCI_DSS;SOC2,canada_pbmm_moderate_CCCS_AC_2;fedramp_moderate_AC_2;fedramp_moderate_AC_2_1;fedramp_moderate_AC_2_11;fedramp_moderate_AC_2_12;...(+27 more),,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.console_access_unused_disabled.yaml
alicloud.ram.user.in_group_configured,alicloud,ram,user,MEDIUM,Grant access based on need-to-know and least privilege,Grant access based on need-to-know and least privilege,config,config,L2_API_CONFIG,CISA_CE,cisa_ce_v1_Your_Surroundings_2,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.in_group_configured.yaml
alicloud.ram.user.inactive_disable_configured,alicloud,ram,user,MEDIUM,Check that RAM users inactive for 90 days are disabled.,Check that RAM users inactive for 90 days are disabled.,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/AC-2(3),,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.inactive_disable_configured.yaml
alicloud.ram.user.login_profile_max_session_hours_configured,alicloud,ram,user,MEDIUM,PARTIAL: alicloud.ram.user.login_profile.max_session_hours ||| verifies console login session duration but not for RAM role or API key sessions,PARTIAL: alicloud.ram.user.login_profile.max_session_hours ||| verifies console login session duration but not for RAM role or API key sessions,config,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.1.11,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.login_profile_max_session_hours_configured.yaml
alicloud.ram.user.mfa_enabled,alicloud,ram,user,HIGH,Access Control,Access Control,config,config,L1_API_BOOLEAN,CANADA_PBMM;CISA_CE;FedRAMP_Moderate;RBI_BANK;RBI_NBFC,canada_pbmm_moderate_CCCS_IA_2;cisa_ce_v1_Booting_Up_2;cisa_ce_v1_Your_Surroundings_1;cisa_ce_v1_Your_Systems_2;fedramp_moderate_IA_2;...(+3 more),,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.mfa_enabled.yaml
alicloud.ram.user.no_inline_policies_enforced,alicloud,ram,user,MEDIUM,Access Control Management,Access Control Management,config,config,L4_POLICY_PARSE,CISA_CE;RBI_BANK,cisa_ce_v1_Your_Surroundings_2;rbi_bank_3.2,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.no_inline_policies_enforced.yaml
alicloud.ram.user.password_policy_enforce_change_configured,alicloud,ram,user,MEDIUM,PARTIAL: alicloud.ram.user.password_policy.enforce_change ||| verifies password policy for RAM users exists but does not directly enforce shared crede,PARTIAL: alicloud.ram.user.password_policy.enforce_change ||| verifies password policy for RAM users exists but does not directly enforce shared crede,config,config,L2_API_CONFIG,PCI_DSS,PCI_DSS/8.2.2,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.password_policy_enforce_change_configured.yaml
alicloud.ram.user.policy_attachment_check,alicloud,ram,user,MEDIUM,Ensure RAM policies are attached only to groups or roles,Ensure RAM policies are attached only to groups or roles,config,config,L2_API_CONFIG,CIS_ALICLOUD,cis_alicloud_1.16,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.policy_attachment_check.yaml
alicloud.ram.user.security_key_enforcement_configured,alicloud,ram,user,MEDIUM,(refined),(refined),config,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.security_key_enforcement_configured.yaml
alicloud.ram.user.tenant_admin_access_keys_absent_configured,alicloud,ram,user,MEDIUM,(refined),(refined),config,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.tenant_admin_access_keys_absent_configured.yaml
alicloud.ram.user.unused_credentials_configured,alicloud,ram,user,MEDIUM,Access Control,Access Control,config,config,L2_API_CONFIG,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Your_Surroundings_4;cisa_ce_v1_Your_Systems_2;rbi_bank_9.3;rbi_nbfc_2.5,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.unused_credentials_configured.yaml
alicloud.ram.user.user_name_configured,alicloud,ram,user,MEDIUM,Check that all RAM users are identified with a unique name.,Check that all RAM users are identified with a unique name.; (refined),config,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.5.1,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user.user_name_configured.yaml
alicloud.ram.user_settings.password_reset_notification_enabled,alicloud,ram,user_settings,MEDIUM,(refined),(refined),config,config,L1_API_BOOLEAN,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,,,,,,,,alicloud_rule_config/ram/alicloud.ram.user_settings.password_reset_notification_enabled.yaml
alicloud.sas.anti_ransomware.enabled,alicloud,sas,anti_ransomware,MEDIUM,(refined),(refined),config,config,L2_API_CONFIG,CIS,CIS/8.1.16,,,,,,,,alicloud_rule_config/sas/alicloud.sas.anti_ransomware.enabled.yaml
alicloud.sas.check.periodic_configured,alicloud,sas,check,MEDIUM,Check that Alibaba Cloud Security Center is enabled and configured to perform periodic security checks.,Check that Alibaba Cloud Security Center is enabled and configured to perform periodic security checks.,config,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.12.1,,,,,,,,alicloud_rule_config/sas/alicloud.sas.check.periodic_configured.yaml
alicloud.sas.service_status_configured,alicloud,sas,service_status_configured,MEDIUM,Check that Security Center (SAS) is activated and in the required service mode.,Check that Security Center (SAS) is activated and in the required service mode.,config,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SI-6,,,,,,,,alicloud_rule_config/sas/alicloud.sas.service_status_configured.yaml
alicloud.securitycenter.service.is_activated_check,alicloud,securitycenter,service,MEDIUM,(refined),(refined),config,config,L2_API_CONFIG,CIS_ALICLOUD,CIS_ALICLOUD/6.6.2,,,,,,,,alicloud_rule_config/securitycenter/alicloud.securitycenter.service.is_activated_check.yaml
alicloud.securitycenter.automatic.quarantine_check,alicloud,securitycenter,automatic,MEDIUM,Ensure that Automatic Quarantine is enabled,Ensure that Automatic Quarantine is enabled,config,config,L2_API_CONFIG,CIS_ALICLOUD,cis_alicloud_8.3,,,,,,,,alicloud_rule_config/securitycenter/alicloud.securitycenter.automatic.quarantine_check.yaml
alicloud.securitycenter.notifications.highrisk_check,alicloud,securitycenter,notifications,MEDIUM,Ensure that notification is enabled on all high risk items,Ensure that notification is enabled on all high risk items,config,config,L2_API_CONFIG,CIS_ALICLOUD,cis_alicloud_8.5,,,,,,,,alicloud_rule_config/securitycenter/alicloud.securitycenter.notifications.highrisk_check.yaml
alicloud.slb.alb.https_redirect_configured,alicloud,slb,alb,HIGH,CCCS SC-8: Transmission Confidentiality and Integrity,CCCS SC-8: Transmission Confidentiality and Integrity,config,config,L2_API_CONFIG,CANADA_PBMM;FedRAMP_Moderate,canada_pbmm_moderate_CCCS_SC_8;fedramp_moderate_SC_8,,,,,,,,alicloud_rule_config/slb/alicloud.slb.alb.https_redirect_configured.yaml
alicloud.slb.listeners.tls_enabled,alicloud,slb,listeners,HIGH,(refined),(refined),config,config,L3_API_LIST_CROSS,CIS_ALICLOUD,CIS_ALICLOUD/6.3.5,,,,,,,,alicloud_rule_config/slb/alicloud.slb.listeners.tls_enabled.yaml
alicloud.tablestore.encryption.enabled,alicloud,tablestore,encryption,HIGH,Data Encryption,Data Encryption,config,config,L2_API_CONFIG,RBI_BANK;RBI_NBFC,rbi_bank_3.3;rbi_bank_8.1;rbi_nbfc_2.9,,,,,,,,alicloud_rule_config/tablestore/alicloud.tablestore.encryption.enabled.yaml
alicloud.tablestore.pitr.enabled,alicloud,tablestore,pitr,MEDIUM,Data Backup,Data Backup,config,config,L2_API_CONFIG,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Your_Data_4;rbi_bank_6.1;rbi_nbfc_3.4,,,,,,,,alicloud_rule_config/tablestore/alicloud.tablestore.pitr.enabled.yaml
alicloud.threatdetection.instance.enabled,alicloud,threatdetection,instance,MEDIUM,(refined),(refined),config,config,L2_API_CONFIG,CIS,CIS/8.1.16,,,,,,,,alicloud_rule_config/threatdetection/alicloud.threatdetection.instance.enabled.yaml
alicloud.vpc.endpoint.for_ecs_enabled,alicloud,vpc,endpoint,MEDIUM,Network Security,Network Security,config,config,L3_API_LIST_CROSS,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,alicloud_rule_config/vpc/alicloud.vpc.endpoint.for_ecs_enabled.yaml
alicloud.vpc.endpoint.services_allowed_principals_trust_boundaries_configured,alicloud,vpc,endpoint,MEDIUM,Network Security,Network Security,config,config,L3_API_LIST_CROSS,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,,,,,,,,alicloud_rule_config/vpc/alicloud.vpc.endpoint.services_allowed_principals_trust_boundaries_configured.yaml
alicloud.vpc.network_acl.entry_policy_configured,alicloud,vpc,network_acl,MEDIUM,"Check that VPC Network ACL entries enforce allowed traffic flows (deny by default, explicit allow rules).","Check that VPC Network ACL entries enforce allowed traffic flows (deny by default, explicit allow rules).",config,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/AC-4(21),,,,,,,,alicloud_rule_config/vpc/alicloud.vpc.network_acl.entry_policy_configured.yaml
alicloud.vpc.peering_connection.accept_status_configured,alicloud,vpc,peering_connection,MEDIUM,Check that VPC peering connections are in an 'Accepted' state only after review.,Check that VPC peering connections are in an 'Accepted' state only after review.,config,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/CA-3(5),,,,,,,,alicloud_rule_config/vpc/alicloud.vpc.peering_connection.accept_status_configured.yaml
alicloud.vpc.security_group.deny_all_ingress_restricted,alicloud,vpc,security_group,MEDIUM,Check that a security group denies all inbound traffic by default.,Check that a security group denies all inbound traffic by default.,config,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/SC-7(4),,,,,,,,alicloud_rule_config/vpc/alicloud.vpc.security_group.deny_all_ingress_restricted.yaml
alicloud.vpc.security_group.ingress_restricted,alicloud,vpc,security_group,MEDIUM,Check that security groups restrict inbound traffic to authorized sources.,Check that security groups restrict inbound traffic to authorized sources.; Check that security groups restrict ingress from the internet to only auth,config,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/SC-7(12);CANADA_PBMM/SC-7(13);CANADA_PBMM/SC-7(18);CANADA_PBMM/SC-7(7);CANADA_PBMM/SC-7(8),,,,,,,,alicloud_rule_config/vpc/alicloud.vpc.security_group.ingress_restricted.yaml
alicloud.vpn.gateway.ipsec_config_configured,alicloud,vpn,gateway,MEDIUM,"PARTIAL: alicloud.vpn.gateway.ipsec_config ||| verifies IPsec configuration for split tunneling settings, but client-side enforcement may be partial","PARTIAL: alicloud.vpn.gateway.ipsec_config ||| verifies IPsec configuration for split tunneling settings, but client-side enforcement may be partial",config,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.13.7,,,,,,,,alicloud_rule_config/vpn/alicloud.vpn.gateway.ipsec_config_configured.yaml
alicloud.waf.global.webacl_logging_enabled,alicloud,waf,global,MEDIUM,"A1.2 The entity authorizes, designs, develops or acquires, implements, operates,","A1.2 The entity authorizes, designs, develops or acquires, implements, operates,",config,config,L1_API_BOOLEAN,ISO27001_2022;SOC2,iso27001_2022_A.8.15;iso27001_2022_A.8.16;soc2_cc_a_1_1,,,,,,,,alicloud_rule_config/waf/alicloud.waf.global.webacl_logging_enabled.yaml
aws.backup.recovery_points.encryption_enabled,aws,backup,recovery_points,HIGH,Check that AWS Backup recovery points are encrypted with a customer-managed key (CMK).,Check that AWS Backup recovery points are encrypted with a customer-managed key (CMK).,config,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-8(1),,,,,,,,aws_rule_config/backup/aws.backup.recovery_points.encryption_enabled.yaml
