Control_ID,Title,FedRAMP_Baseline,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
CM-8 (1),System Component Inventory | Updates During Installation and Removal,High,automated,aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,12
CM-8 (2),System Component Inventory | Automated Maintenance,High,automated,aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,12
CM-8 (3),System Component Inventory | Automated Unauthorized Component Detection,High,automated,aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,12
CM-8 (4),System Component Inventory | Accountability Information,High,automated,aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_compute_instance_managed_by_ssm; azure_automation_managed_compliant_patching,gcp_compute_instance_managed_by_ssm; gcp_os_config_managed_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_os_management_managed_compliant_patching,ibm_vpc_instance_managed_by_ssm; ibm_schematics_managed_compliant_patching,alicloud_ecs_instance_managed_by_ssm; alicloud_oos_managed_compliant_patching,12
CM-9,Configuration Management Plan,High,automated,aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_kms_encryption_enabled; aws_cloudtrail_log_file_validation_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_iam_password_policy_minimum_length_14; aws_iam_policy_attached_only_to_group_or_roles,azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_monitor_kms_encryption_enabled; azure_monitor_log_file_validation_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_active_directory_password_policy_minimum_length_14; azure_active_directory_policy_attached_only_to_group_or_roles,gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_logging_kms_encryption_enabled; gcp_logging_log_file_validation_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_iam_password_policy_minimum_length_14; gcp_iam_policy_attached_only_to_group_or_roles,oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_kms_encryption_enabled; oracle_audit_log_file_validation_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_identity_password_policy_minimum_length_14; oracle_identity_policy_attached_only_to_group_or_roles,ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_kms_encryption_enabled; ibm_activity_tracker_log_file_validation_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_iam_password_policy_minimum_length_14; ibm_iam_policy_attached_only_to_group_or_roles,alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_kms_encryption_enabled; alicloud_actiontrail_log_file_validation_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_ram_password_policy_minimum_length_14; alicloud_ram_policy_attached_only_to_group_or_roles,60
CM-10,Software Usage Restrictions,High,manual,,,,,,,0
CM-11,User-installed Software,High,manual,,,,,,,0
CM-12,Information Location,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
CM-12 (1),Information Location | Automated Tools to Support Information Location,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
CM-14,Signed Components,High,manual,,,,,,,0
CP-1,Policy and Procedures,High,manual,,,,,,,0
CP-2,Contingency Plan,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection; aws_rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-2 (1),Contingency Plan | Coordinate with Related Plans,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection; aws_rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-2 (2),Contingency Plan | Capacity Planning,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection; aws_rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-2 (3),Contingency Plan | Resume Mission and Business Functions,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection; aws_rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-2 (5),Contingency Plan | Continue Mission and Business Functions,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection; aws_rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-2 (8),Contingency Plan | Identify Critical Assets,High,automated,aws_elbv2_deletion_protection; aws_rds_instance_deletion_protection; aws_rds_instance_multi_az,azure_load_balancer_deletion_protection; azure_sql_instance_deletion_protection; azure_sql_instance_multi_az,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection; gcp_sql_instance_multi_az,oracle_load_balancer_deletion_protection; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az,ibm_load_balancer_deletion_protection; ibm_databases_instance_deletion_protection; ibm_databases_instance_multi_az,alicloud_alb_deletion_protection; alicloud_rds_instance_deletion_protection; alicloud_rds_instance_multi_az,18
CP-3,Contingency Training,High,manual,,,,,,,0
CP-3 (1),Contingency Training | Simulated Events,High,manual,,,,,,,0
CP-4,Contingency Plan Testing,High,manual,,,,,,,0
CP-4 (1),Contingency Plan Testing | Coordinate with Related Plans,High,manual,,,,,,,0
CP-4 (2),Contingency Plan Testing | Alternate Processing Site,High,manual,,,,,,,0
CP-6,Alternate Storage Site,High,automated,aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_s3_bucket_object_versioning,azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,24
CP-6 (1),Alternate Storage Site | Separation from Primary Site,High,automated,aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_s3_bucket_object_versioning,azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,24
CP-6 (2),Alternate Storage Site | Recovery Time and Recovery Point Objectives,High,automated,aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_s3_bucket_object_versioning,azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,24
CP-6 (3),Alternate Storage Site | Accessibility,High,automated,aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_s3_bucket_object_versioning,azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_storage_bucket_object_versioning,gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_storage_bucket_object_versioning,oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_object_storage_bucket_object_versioning,ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_cos_bucket_object_versioning,alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_oss_bucket_object_versioning,24
