framework,control_id,title,automation_type_recommended,mapped_csp_count,new_csp_count,skip_csp_count,aws_cspm,aws_ciem,azure_cspm,azure_ciem,gcp_cspm,gcp_ciem,oracle_cspm,oracle_ciem,ibm_cspm,ibm_ciem,alicloud_cspm,alicloud_ciem,k8s_cspm,k8s_ciem
CANADA_PBMM,SI-4(7),Information System Monitoring (7),automated,3,4,0,NEW: aws.guardduty.detector.status,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.delete;azure.authorization.audit.role_assignment,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.service_account_key_create;gcp.logging.audit.sink_delete,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.audit.update;oci.identity.audit.user_capability_change,NEW: ibm.activity_tracker.route.status,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.event_routes_update,NEW: alicloud.actiontrail.trail.status,NEW: alicloud.actiontrail.audit.trail_update;alicloud.ram.audit.attach_policy,NEW: k8s.audit_log.policy.status,NEW: k8s.rbac.audit.clusterrole_binding;k8s.audit.chain.privilege_escalation
CANADA_PBMM,SI-4(11),Information System Monitoring (11),automated,3,4,0,NEW: aws.guardduty.detector.status,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deletion,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.alert_delete;azure.aad.audit.credential_add,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.service_account_key;gcp.logging.audit.sink_delete,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.chain.compartment_bypass,NEW: ibm.activity_tracker.instance.status,NEW: ibm.iam.activity_log.api_key_create,NEW: alicloud.actiontrail.trail.status,NEW: alicloud.actiontrail.audit.trail_update,NEW: k8s.kubernetes.audit_log.status,NEW: k8s.audit.chain.privilege_escalation
CANADA_PBMM,SI-4(14),Information System Monitoring (14),automated,3,4,0,NEW: aws.cloudtrail.trail.is_multi_region_trails_enabled,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deletion,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.alert_delete;azure.aad.audit.credential_add,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.service_account_key;gcp.logging.chain.sink_route_delete,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.chain.compartment_delete,NEW: ibm.activity_tracker.route.global_events_enabled,NEW: ibm.iam.activity_log.api_key_create,NEW: alicloud.actiontrail.trail.is_multi_region_enabled,NEW: alicloud.actiontrail.audit.trail_update,NEW: k8s.audit_logging.policy.log_all_requests,NEW: k8s.rbac.audit.clusterrole_binding;k8s.audit.chain.privilege_escalation
CANADA_PBMM,SI-4(16),Information System Monitoring (16),automated,3,4,0,NEW: aws.guardduty.detector.status,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.disable;azure.policy.audit.delete_assignment,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.activity_log.set_iam_policy;gcp.logging.audit.sink_delete,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.audit.update_configuration;oci.events.audit.delete_rule,NEW: ibm.activity_tracker.instance.status,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.route_delete,NEW: alicloud.actiontrail.trail.status,NEW: alicloud.actiontrail.audit.delete_trail;alicloud.ram.activity_log.attach_policy,NEW: k8s.falco.daemonset.status,NEW: k8s.rbac.audit.create_clusterrole;k8s.audit.chain.disable_audit_logging
CANADA_PBMM,SI-4(20),Information System Monitoring (20),automated,3,4,0,NEW: aws.guardduty.detector.status,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deletion,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.alert_rule_change;azure.activity_log.chain.privilege_escalation,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.service_account_key;gcp.logging.audit.sink_modification,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.chain.defense_evasion;oci.identity.audit.policy_bypass,NEW: ibm.activity_tracker.instance.status,NEW: ibm.activity_log.chain.privileged_action,NEW: alicloud.actiontrail.trail.status,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.audit.privilege_anomaly,NEW: k8s.falco.deployment.status,NEW: k8s.audit.chain.privilege_escalation;k8s.audit.activity_log.secret_access
CANADA_PBMM,SI-4(23),Information System Monitoring (23),automated,3,4,0,NEW: aws.guardduty.detector.status,NEW: aws.iam.activity_log.assume_role_anomaly;aws.cloudtrail.audit.defense_evasion,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.alert_delete;azure.authorization.audit.role_assignment_chain,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.activity_log.service_account_key_anomaly;gcp.logging.audit.sink_modification,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.activity_log.compartment_delete;oci.identity.audit.policy_modification,NEW: ibm.activity_tracker.instance.status,NEW: ibm.iam.activity_log.api_key_creation;ibm.activity_tracker.audit.route_deletion,NEW: alicloud.actiontrail.trail.status,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.chain.attach_policy_anomaly,NEW: k8s.kubernetes.audit_log.policy,NEW: k8s.rbac.audit.clusterrolebinding_escalation;k8s.audit.chain.resource_deletion_evasion
CANADA_PBMM,SI-6,(title not in local sources),automated,0,6,0,NEW: aws.guardduty.detector.status,,NEW: azure.security_center.standard_pricing_tier,,NEW: gcp.security_command_center.enabled,,NEW: oci.cloud_guard.configuration.status,,NEW: ibm.security_and_compliance_center.account_settings,,NEW: alicloud.sas.service_status,,PARTIAL: k8s.security.audit.log.policy | <verifies audit logging is configured but not the active verification/testing of security functions>,
CANADA_PBMM,SI-7(1),"Software, Firmware, and Information Integrity (1)",automated,0,7,0,NEW: aws.ec2.instance.image_trusted_ami,,NEW: azure.compute.virtual_machine.trusted_image,,NEW: gcp.compute.instance.trusted_image,,NEW: oci.compute.instance.trusted_image,,"NEW: ibm.is.virtual_server.trusted_image;ibm.is.instance.trusted_image ||| <IBM Cloud VPC Virtual Servers can verify trusted images via catalog or custom images, similar to other CSPs compute services.>",,NEW: alicloud.ecs.instance.trusted_image,,NEW: k8s.workload.container.image_digest,
CANADA_PBMM,SI-7(7),"Software, Firmware, and Information Integrity (7)",automated,0,7,0,NEW: aws.ec2.instance.image_trusted_ami,,NEW: azure.compute.virtual_machine.trusted_image,,NEW: gcp.compute.instance.trusted_image,,NEW: oci.compute.instance.trusted_image,,NEW: ibm.vpc.instance.trusted_image,,NEW: alicloud.ecs.instance.trusted_image,,NEW: k8s.workload.container.image_digest,
CANADA_PBMM,SI-8(1),Spam Protection (1),manual,0,0,7,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",
CANADA_PBMM,SI-8(2),Spam Protection (2),manual,0,0,7,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",
CIS_ALICLOUD,1.1.10,Ensure that the Container Network Interface file ownership is set to root:root,automated,1,0,5,"SKIP: Control is specific to Kubernetes Container Network Interface (CNI) file ownership; AWS managed services (EKS) abstract underlying node OS, making direct file verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes CNI file ownership; Azure managed services (AKS) abstract underlying node OS, making direct file verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes CNI file ownership; GCP managed services (GKE) abstract underlying node OS, making direct file verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes CNI file ownership; OCI managed services (OKE) abstract underlying node OS, making direct file verification impossible via CSPM.",,"SKIP: Control is specific to Kubernetes CNI file ownership; IBM managed services (IBM Cloud Kubernetes Service) abstract underlying node OS, making direct file verification impossible via CSPM.",,alicloud.cfw.network.firewall_no_permit_any_any,,PARTIAL: k8s.kubernetes.node.file_ownership | Requires node-level agent for file inspection; CSPM can verify rule logic but not execute on managed control plane.,
CIS_ALICLOUD,1.1.11,Ensure that the etcd data directory permissions are set to 700 or more restrictive,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: etcd is a Kubernetes component, not a direct, managed cloud service resource configuration in Alibaba Cloud.",,SKIP: CIS benchmark is CSP-specific,
CIS_ALICLOUD,1.1.12,Ensure that the etcd data directory ownership is set to etcd:etcd,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: etcd is a Kubernetes component, not a direct, configurable Alibaba Cloud managed service resource.",,SKIP: CIS benchmark is CSP-specific,
CIS_ALICLOUD,1.1.13,Ensure that the admin.conf file permissions are set to 644 or more restrictive,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: Control pertains to a local Kubernetes admin.conf file, not a managed cloud resource configuration.",,SKIP: CIS benchmark is CSP-specific,
CIS_ALICLOUD,1.1.14,Ensure that the admin.conf file ownership is set to root:root,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: Control references a specific local file (admin.conf) not a cloud resource configuration.,,SKIP: CIS benchmark is CSP-specific,
CIS_ALICLOUD,1.1.15,Ensure that the scheduler.conf file permissions are set to 644 or more restrictive,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: Control pertains to OS-level file permissions on a node, not a managed cloud resource configuration.",,SKIP: CIS benchmark is CSP-specific,
CIS_ALICLOUD,1.1.16,Ensure that the scheduler.conf file ownership is set to root:root,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: Control references a specific OS file ownership, not a cloud service configuration attribute.",,SKIP: CIS benchmark is CSP-specific,
CIS_ALICLOUD,1.1.17,Ensure that the controller-manager.conf file permissions are set to 644 or more restrictive,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: Control is specific to Kubernetes controller-manager file permissions, not a managed cloud service configuration.",,SKIP: CIS benchmark is CSP-specific,
CIS_ALICLOUD,1.1.18,Ensure that the controller-manager.conf file ownership is set to root:root,manual,0,0,7,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,SKIP: CIS benchmark is CSP-specific,,"SKIP: Control is specific to Kubernetes controller-manager file ownership, not a direct cloud resource configuration in Alibaba Cloud.",,SKIP: CIS benchmark is CSP-specific,
CIS_ALICLOUD,1.1.19,Ensure that the Kubernetes PKI directory and file ownership is set to root:root,automated,0,1,6,SKIP: Control is specific to self-managed Kubernetes node filesystem; AWS managed services (EKS) do not expose underlying node PKI directory for CSPM verification.,,SKIP: Control is specific to self-managed Kubernetes node filesystem; Azure managed services (AKS) do not expose underlying node PKI directory for CSPM verification.,,SKIP: Control is specific to self-managed Kubernetes node filesystem; GCP managed services (GKE) do not expose underlying node PKI directory for CSPM verification.,,SKIP: Control is specific to self-managed Kubernetes node filesystem; OCI managed services (OKE) do not expose underlying node PKI directory for CSPM verification.,,SKIP: Control is specific to self-managed Kubernetes node filesystem; IBM managed services (IKS/ROKS) do not expose underlying node PKI directory for CSPM verification.,,NEW: alicloud.cs.kubernetes.pki_ownership,,"SKIP: Control is for self-managed Kubernetes; generic k8s CSPM scope typically covers cluster resources/APIs, not direct node filesystem ownership, which requires host-level access.",
