rule_id,csp,reality,type,dedup,winner_rule,note
gcp.compute.audit.ssh_session_chain,gcp,REAL,ciem,UNIQUE,,Detects chained SSH sessions or 2FA disablement to bypass timeouts.
gcp.compute.alb.https_redirect,gcp,REAL,config,UNIQUE,,Checks for HTTPS redirect on Application Load Balancers.
gcp.compute.autoscaler.configured,gcp,REAL,config,UNIQUE,,Checks for autoscaler configuration for capacity management.
gcp.compute.config_file.permissions,gcp,NONSENSE,config,UNIQUE,,"Rule name and description are incomplete/vague (""(refined)"")."
gcp.compute.disk.delete_rule,gcp,REAL,config,UNIQUE,,Checks that disks are set to delete on instance termination.
gcp.compute.disk.encryption_default,gcp,REAL,config,UNIQUE,,Checks default disk encryption uses customer-managed keys.
gcp.compute.disk.snapshot_policy_configured,gcp,NONSENSE,config,UNIQUE,,"Rule name and description are incomplete/vague (""(refined)"")."
gcp.compute.ebs.volume_protected_by_backup_plan,gcp,NONSENSE,config,UNIQUE,,"Uses wrong service name ""ebs"" (AWS) for GCP disks."
gcp.compute.firewall.deny_all_ingress,gcp,REAL,config,UNIQUE,,Checks default VPC firewall denies all inbound traffic.
gcp.compute.firewall.ingress_restricted,gcp,REAL,config,UNIQUE,,Checks VPC firewall rules restrict ingress to authorized sources.
gcp.compute.firewall.least_functionality,gcp,REAL,config,UNIQUE,,"Checks for overly permissive firewall rules (e.g., allow all ingress)."
gcp.compute.firewall.rule_direction,gcp,REAL,config,UNIQUE,,Checks firewall enforces allowed flows with deny-by-default.
gcp.compute.image.shielded_vm_enabled,gcp,REAL,config,UNIQUE,,Checks VM image has shielded VM integrity features enabled.
gcp.compute.instance.antivirus_osconfig,gcp,REAL,config,UNIQUE,,Checks if OS Config agent is enabled for patch/antivirus management.
gcp.compute.instance.automatic_restart,gcp,REAL,config,UNIQUE,,Checks instance is configured for automatic restart on failure.
gcp.compute.instance.disaster_recovery,gcp,REAL,config,UNIQUE,,"Checks for disaster recovery configuration (e.g., persistent disks)."
gcp.compute.instance.group_autoscaling,gcp,NONSENSE,config,UNIQUE,,"Rule text is a generic capacity management statement, not a specific GCP check."
gcp.compute.instance.guest_policy_antivirus,gcp,REAL,config,DUP,gcp.compute.instance.antivirus_osconfig,"Checks for antivirus via guest policy, semantically same as rule 4's OS Config check."
gcp.compute.instance.image_scan,gcp,REAL,config,UNIQUE,,Checks VMs use images with Security Health Analytics scanning.
gcp.compute.instance.inventory,gcp,REAL,config,UNIQUE,,Checks instances are tracked via inventory (labels/asset management).
gcp.compute.instance.ip_forwarding_check,gcp,REAL,config,UNIQUE,,Checks that IP forwarding is disabled on instances.
gcp.compute.instance.maintenance_behavior,gcp,REAL,config,UNIQUE,,Checks instances terminate on stop for maintenance.
gcp.compute.instance.maintenance_policy,gcp,REAL,config,UNIQUE,,Checks for automated/approved maintenance policies.
gcp.compute.instance.managed_by_ssm,gcp,NONSENSE,config,UNIQUE,,"Rule text ""Baseline Configuration"" is vague and not a verifiable GCP check."
gcp.compute.instance.namespace,gcp,NONSENSE,config,UNIQUE,,"Rule text ""(refined)"" is empty/vague with no discernible intent."
gcp.compute.instance.older_than_specific_days,gcp,REAL,config,UNIQUE,,Checks for instances older than a specific age (inventory/cleanup).
gcp.compute.instance.os_config.time_sync,gcp,REAL,config,UNIQUE,,Checks VM NTP configuration for time sync accuracy.
gcp.compute.instance.patch_management,gcp,REAL,config,UNIQUE,,Checks if OS patch management via OS Config is enabled.
gcp.compute.instance.recovery_automation,gcp,REAL,config,UNIQUE,,Checks for instance recovery automation features.
gcp.compute.instance.required_image,gcp,REAL,config,UNIQUE,,Checks if instances use approved machine images only.
gcp.compute.instance.required_tags,gcp,REAL,config,UNIQUE,,Checks for required tags on instances.
gcp.compute.instance.snapshot_schedule,gcp,REAL,config,UNIQUE,,Checks for configured snapshot schedules on instances.
gcp.compute.instance_template.metadata_streaming_connection_idle_timeout,gcp,REAL,config,UNIQUE,,Checks instance template streaming connection idle timeout.
gcp.compute.network.default_in_use,gcp,REAL,config,UNIQUE,,Checks if default VPC network is in use (security risk).
gcp.compute.network_peering.export_custom_routes,gcp,REAL,config,UNIQUE,,Checks VPC peering does not export custom routes.
gcp.compute.region_backend_service.backup_health_check,gcp,REAL,config,DUP,gcp.compute.region_backend_services.failover,"Checks for backup/failover health check, semantically same as rule 12's failover policy check."
gcp.compute.region_backend_services.failover,gcp,REAL,config,UNIQUE,,Checks regional backend services have failover policies configured.
gcp.compute.ssm.association_compliance,gcp,NONSENSE,config,DUP,gcp.compute.stopped.instance,"Vague ""Learn what is on your network"" intent; same as rule 14."
gcp.compute.stopped.instance,gcp,NONSENSE,config,UNIQUE,,"Vague ""Learn what is on your network"" intent, not a verifiable security check."
gcp.compute.volume.in_use,gcp,NONSENSE,config,UNIQUE,,"Vague ""Learn what is on your network"" intent, not a verifiable security check."
gcp.gke.audit.privileged_pod_creation,gcp,REAL,ciem,UNIQUE,,Detects privileged container creation events
gcp.gke.binary.authorization_policy_compliance,gcp,REAL,config,UNIQUE,,Checks Binary Authorization policy enforcement for images
gcp.gke.cluster.alpha_features_disabled_for_production,gcp,REAL,config,UNIQUE,,Ensures Alpha clusters are not used for production
gcp.gke.cluster.authorization_modeverifiesconfigexistsbutnottestingexecution,gcp,NONSENSE,config,UNIQUE,,Rule name/description is nonsensical/refined placeholder
gcp.gke.cluster.autoscaling_enabled,gcp,REAL,config,UNIQUE,,Checks if cluster autoscaling is enabled
gcp.gke.cluster.binary_authorization_enforced,gcp,REAL,config,DUP,gcp.gke.binary.authorization_policy_compliance,Semantically same as rule 2 (Binary Authorization enforcement)
gcp.gke.cluster.control_plane_authorized_networks_check,gcp,REAL,config,UNIQUE,,Checks authorized networks for control plane
gcp.gke.cluster.kubernetes_dashboard_disabled,gcp,REAL,config,UNIQUE,,Ensures Kubernetes dashboard is disabled
gcp.gke.cluster.node_config,gcp,NONSENSE,config,UNIQUE,,"Description is partial/placeholder, not a complete rule"
gcp.gke.cluster.pod_security_policy,gcp,NONSENSE,config,UNIQUE,,"Description is refined placeholder, not a complete rule"
gcp.gke.ingress.google_managed_ssl_certificates_compliance,gcp,REAL,config,UNIQUE,,Ensures use of Google-managed SSL certificates
gcp.gke.network_policy_enabled,gcp,NONSENSE,config,UNIQUE,,"Description is partial/placeholder, not a complete rule"
gcp.gke.node.pool_auto_repair_status_check,gcp,REAL,config,UNIQUE,,Checks node auto-repair is enabled
gcp.gke.node.pool_auto_upgrade_status_check,gcp,REAL,config,UNIQUE,,Checks node auto-upgrade is enabled
gcp.gke.node.pool_gke_sandbox_enabled,gcp,REAL,config,UNIQUE,,Checks if GKE Sandbox is enabled for untrusted workloads
gcp.gke.pod_security_policy.allow_privilege_escalation,gcp,REAL,config,UNIQUE,,singleton-in-group
gcp.iam.activity_log.anomaly,gcp,REAL,ciem,UNIQUE,,Detects audit sink deletions and anomalous privileged IAM actions.
gcp.iam.activity_log.bucket_perm_change,gcp,REAL,ciem,UNIQUE,,Detects removal of log sinks or permission changes to audit log buckets.
gcp.iam.activity_log.delete_policy,gcp,REAL,ciem,UNIQUE,,Detects deletion of IAM policies and removal of Logging sinks.
gcp.iam.activity_log.disable_2sv,gcp,REAL,ciem,UNIQUE,,Detects two-step verification disablement and chained SSH sessions.
gcp.iam.activity_log.disable_audit,gcp,REAL,ciem,UNIQUE,,Detects deletion of log sinks or disabling of Data Access audit logs for GKE.
gcp.iam.activity_log.failed_login,gcp,REAL,ciem,UNIQUE,,Monitors repeated failed authentication events in audit logs.
gcp.iam.activity_log.policy_change,gcp,REAL,ciem,UNIQUE,,Tracks IAM policy modifications and log sink alterations.
gcp.iam.activity_log.replay_detection,gcp,REAL,ciem,UNIQUE,,Detects replay attempts and behavioral chains in IAM logs.
gcp.iam.activity_log.role_binding_update,gcp,REAL,ciem,UNIQUE,,Detects IAM role binding modifications and anomalous review patterns.
gcp.iam.activity_log.service_account_key,gcp,REAL,ciem,UNIQUE,,Detects service account key creation and IAM policy changes by privileged identities.
gcp.iam.activity_log.service_account_key_anomaly,gcp,REAL,ciem,DUP,gcp.iam.activity_log.service_account_key,Semantically same as rule 10 (anomalous service account key creation and logging sink changes).
gcp.iam.activity_log.service_account_key_use_after_inactivity,gcp,REAL,ciem,DUP,gcp.iam.audit.dormant_user_console_access,Semantically same as rule 15 (use of dormant service account keys or console login by inactive users).
gcp.iam.audit.config_change,gcp,REAL,ciem,DUP,gcp.iam.activity_log.anomaly,Semantically same as rule 1 (deletion of log sinks/exclusions and IAM policy changes affecting audit).
gcp.iam.audit.disable_service_account,gcp,REAL,ciem,UNIQUE,,Detects firewall rule changes to exclude scanners or disabling of service accounts.
gcp.iam.audit.dormant_user_console_access,gcp,REAL,ciem,UNIQUE,,Detects use of dormant service account keys or console login by long-inactive human users.
gcp.iam.audit.service_account_key_after_review,gcp,REAL,ciem,UNIQUE,,Detects service account key creation after access review with chained project role changes.
gcp.iam.chain.anomaly,gcp,REAL,ciem,UNIQUE,,Detects tampering with Log Sinks and correlates with anomalous IAM grant patterns.
gcp.iam.chain.audit_role_removal,gcp,REAL,ciem,DUP,gcp.iam.chain.anomaly,"Detects log sink deletion or IAM changes to remove audit roles, similar to rule 2's tampering detection."
gcp.iam.chain.bypass_scanner_roles,gcp,REAL,ciem,UNIQUE,,Detects disabling of OS Config malware scanning or IAM role changes to bypass Cloud Scanner.
gcp.iam.chain.guest_service_account_key,gcp,REAL,ciem,UNIQUE,,Detects creation of external account members and their use to create service account keys.
gcp.iam.chain.log_export_disable,gcp,REAL,ciem,DUP,gcp.iam.chain.anomaly,"Detects log sink deletion disrupting GKE audit logs, a subset of rule 2's log sink tampering."
gcp.iam.chain.privilege_escalation_pattern,gcp,REAL,ciem,UNIQUE,,Monitors audit log integrity and detects multi-step IAM privilege escalation patterns.
gcp.iam.chain.role_binding_anomaly,gcp,REAL,ciem,UNIQUE,,Detects IAM role binding modifications and anomalous patterns indicating review avoidance.
gcp.iam.chain.service_account_impersonate,gcp,REAL,ciem,UNIQUE,,Detects disabling of Security Command Center or service account impersonation chains.
gcp.iam.chain.service_account_key_abuse,gcp,REAL,ciem,DUP,gcp.iam.chain.anomaly,"Detects log sink removal and anomalous key creation, overlapping with rule 2's core detection."
gcp.iam.chain.sink_bypass,gcp,REAL,ciem,DUP,gcp.iam.chain.anomaly,"Detects audit log sink modifications to bypass logging, core function of rule 2."
gcp.iam.account.access_approval_enabled,gcp,REAL,config,UNIQUE,,Checks if Access Approval is enabled (static configuration).
gcp.iam.account.password_policy.minimum_length,gcp,REAL,config,UNIQUE,,Checks if IAM password policy enforces a minimum length (static configuration).
gcp.iam.audit.logs_enabled,gcp,REAL,config,UNIQUE,,Checks if audit logs are enabled (static configuration).
gcp.iam.audit.require_mfa_for_cloud_console,gcp,REAL,config,UNIQUE,,Checks if an MFA policy exists for the cloud console (static configuration).
gcp.iam.audit_config.kubernetes,gcp,REAL,config,UNIQUE,,"Checks audit config for Kubernetes, a specific GCP service."
gcp.iam.group.has_users,gcp,REAL,config,UNIQUE,,"Checks IAM groups have members, enforcing need-to-know."
gcp.iam.group.restrict_user_access_features,gcp,REAL,config,UNIQUE,,Checks IAM groups restrict user access features.
gcp.iam.namespace.default_not_used,gcp,REAL,config,UNIQUE,,Checks that the default namespace is not used in IAM.
gcp.iam.no.guest_accounts_with_permissions,gcp,REAL,config,UNIQUE,,"Checks for guest accounts with permissions, an account management control."
gcp.iam.notification.group_mapping_configured,gcp,REAL,config,UNIQUE,,Checks notification group mapping is configured.
gcp.iam.organization.essential_contacts_configured,gcp,REAL,config,UNIQUE,,Checks essential contacts are configured for the organization.
gcp.iam.organization_policy.disable_password_reuse,gcp,REAL,config,UNIQUE,,Checks org policy disables password reuse.
gcp.iam.password_policy.hide_feedback,gcp,REAL,config,UNIQUE,,Checks password policy hides credential feedback.
gcp.iam.password_policy.lockout_threshold,gcp,REAL,config,UNIQUE,,Checks password policy sets an account lockout threshold.
gcp.iam.policy.binding.audit_log_admin,gcp,REAL,config,UNIQUE,,Checks IAM bindings restrict audit logging admin roles.
gcp.iam.policy.binding.condition,gcp,REAL,config,UNIQUE,,"Checks IAM bindings for maintenance require conditional access (e.g., MFA)."
gcp.iam.policy.condition_ip,gcp,REAL,config,UNIQUE,,Checks IAM bindings for maintenance require specific source IPs.
gcp.iam.policy.deny_maintenance_tools,gcp,REAL,config,UNIQUE,,Checks IAM policy has denies for maintenance tool permissions.
gcp.iam.policy.temporary_token_expiry,gcp,REAL,config,UNIQUE,,Checks IAM policy for temporary token expiry settings.
gcp.iam.policy_binding.external_principals,gcp,REAL,config,UNIQUE,,Checks for unauthorized external principals in IAM bindings.
gcp.iam.project.allow_service_account_keys,gcp,REAL,config,UNIQUE,,Checks if user-managed service account keys are disabled.
gcp.iam.project.anonymous_auth_disabled,gcp,REAL,config,UNIQUE,,Checks for overly permissive allUsers/allAuthenticatedUsers bindings.
gcp.iam.project.password_policy.minimum_length,gcp,REAL,config,UNIQUE,,Checks for a minimum password length policy.
gcp.iam.role.custom_role_change_control,gcp,REAL,config,UNIQUE,,Checks for unauthorized changes to custom IAM roles.
gcp.iam.role.custom_role_permissions,gcp,REAL,config,UNIQUE,,Checks custom roles have defined permission boundaries.
