rule_id,csp,service,type,action,frameworks,framework_count,control_count,mapped_controls,suggested_intent
aws.ec2.audit.nested_virtualization_enable,aws,ec2,audit,nested_virtualization_enable,CIS,1,1,CIS/6.1,Detect attempts to enable nested virtualization on EC2 instances via instance attribute modification or launch settings.
aws.ec2.audit.patch_override,aws,ec2,audit,patch_override,CIS,1,1,CIS/10.7,Detect privileged actions that override patch states or orchestrate patch evasion via SSM command chaining.
aws.elb.audit.modify_load_balancer_attributes,aws,elb,audit,modify_load_balancer_attributes,CIS,1,1,CIS/10.3,"Detect changes that could disable TLS/SSL on EC2 network interfaces or ELB listeners, indicating potential removal of encryption in transit."
aws.guardduty.activity_log.finding_creation,aws,guardduty,activity_log,finding_creation,PCI_DSS,1,1,PCI_DSS/6.3.1,"Detect privileged actions that suppress or delete vulnerability findings from AWS Security Hub or GuardDuty, indicating potential evasion of vulnerability management."
aws.guardduty.audit.disable,aws,guardduty,audit,disable,PCI_DSS,1,1,PCI_DSS/5.3.4,Detect attempts to disable GuardDuty malware protection logs or delete CloudTrail logs that contain anti-malware findings.
aws.guardduty.audit.suspend,aws,guardduty,audit,suspend,CIS,1,1,CIS/8.1.16,"Detect attempts to disable AWS Security Hub or suspend GuardDuty, which are analogous to disabling external attack surface monitoring."
aws.iam.activity_log.assume_role_high_privilege,aws,iam,activity_log,assume_role_high_privilege,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(10),Detect privileged role assumption and console logins without MFA to enforce least privilege access patterns.
aws.iam.activity_log.console_login_followed_by_disable,aws,iam,activity_log,console_login_followed_by_disable,CIS,1,1,CIS/1.5,"Detect console login after 90+ day inactivity, then immediate disable (defense evasion) or reactivation of long-dormant users"
aws.iam.activity_log.deactivate_mfa,aws,iam,activity_log,deactivate_mfa,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect MFA deactivation during active console session and console session lock evasion via credential reuse.
aws.iam.activity_log.delete_mfa,aws,iam,activity_log,delete_mfa,CANADA_PBMM,1,1,CANADA_PBMM/IR-7(2),"Detect attempts to disable MFA or stop CloudTrail logging, hindering incident investigation"
aws.iam.activity_log.delete_policy_version,aws,iam,activity_log,delete_policy_version,NIST_800_171,1,1,NIST_800_171/3.12.2,Detect attempts to weaken IAM policy by deleting a policy version and attempts to disable CloudTrail logging to evade monitoring of corrective actions.
aws.iam.activity_log.failed_auth_attempts,aws,iam,activity_log,failed_auth_attempts,NIST_800_171,1,1,NIST_800_171/3.1.8,Detect multiple failed IAM authentication attempts and console sign-in failures within a short timeframe.
aws.iam.activity_log.guest_user_creation,aws,iam,activity_log,guest_user_creation,CIS,1,1,CIS/5.3.2,Detect creation of new guest users (federated/SSO) and subsequent privilege escalation attempts.
aws.iam.activity_log.policy_modify,aws,iam,activity_log,policy_modify,CIS,1,1,CIS/2.4,Detect IAM policy changes and CloudTrail log tampering that could affect access policies
aws.iam.activity_log.replay_attempt,aws,iam,activity_log,replay_attempt,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect replay attempts via duplicate or out-of-sequence authentication events and anomalous multi-step authentication chains.
aws.iam.activity_log.role_assignment_modify,aws,iam,activity_log,role_assignment_modify,CIS,1,1,CIS/5.3.7,Detect IAM role assignment changes and suspicious chains that may bypass periodic review
aws.iam.audit.privileged_action,aws,iam,audit,privileged_action,NIST_800_171,1,1,NIST_800_171/3.4.3,"Detect CloudTrail log configuration changes and privileged IAM actions (e.g., policy modifications) to track and review system changes."
aws.iam.audit.user_access_review_override,aws,iam,audit,user_access_review_override,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect IAM user access review overrides and chained actions to evade privilege removal after review deadlines
aws.iam.audit.user_inactivity_reactivation,aws,iam,audit,user_inactivity_reactivation,CIS,1,1,CIS/1.5,"Detect console login after 90+ day inactivity, then immediate disable (defense evasion) or reactivation of long-dormant users"
aws.iam.chain.guest_to_privileged,aws,iam,chain,guest_to_privileged,CIS,1,1,CIS/5.3.2,Detect creation of new guest users (federated/SSO) and subsequent privilege escalation attempts.
aws.iam.chain.role_assignment_evasion,aws,iam,chain,role_assignment_evasion,CIS,1,1,CIS/5.3.7,Detect IAM role assignment changes and suspicious chains that may bypass periodic review
aws.lambda.activity_log.create_function,aws,lambda,activity_log,create_function,NIST_800_171,1,1,NIST_800_171/3.13.13,Detect creation or code updates of Lambda functions (mobile code) by unauthorized principals or from unexpected regions.
aws.lambda.audit.update_function_code,aws,lambda,audit,update_function_code,NIST_800_171,1,1,NIST_800_171/3.13.13,Detect creation or code updates of Lambda functions (mobile code) by unauthorized principals or from unexpected regions.
aws.securityhub.activity_log.disable,aws,securityhub,activity_log,disable,CIS,1,1,CIS/8.1.16,"Detect attempts to disable AWS Security Hub or suspend GuardDuty, which are analogous to disabling external attack surface monitoring."
aws.securityhub.activity_log.finding_import,aws,securityhub,activity_log,finding_import,PCI_DSS,1,1,PCI_DSS/6.3.1,"Detect privileged actions that suppress or delete vulnerability findings from AWS Security Hub or GuardDuty, indicating potential evasion of vulnerability management."
aws.ssm.audit.command_execution,aws,ssm,audit,command_execution,NIST_800_171,1,1,NIST_800_171/3.7.4,Detect import of VM images or execution of diagnostic commands that could introduce untested code into EC2 instances.
aws.ssm.audit.delete_association,aws,ssm,audit,delete_association,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Detect EC2 antivirus disable or SSM association deletion evading malware protection
aws.ssm.audit.send_command,aws,ssm,audit,send_command,NIST_800_171,1,1,NIST_800_171/3.4.8,Detect EC2 instance launches and SSM commands to enforce software execution policies via deny-by-exception or whitelisting.
aws.ssm.chain.auditd_tamper,aws,ssm,chain,auditd_tamper,CIS,1,1,CIS/5.7.2,Detect EC2 auditd service stop/deletion and SSM commands that disable or tamper with Linux audit logging
aws.ssm.chain.patch_evasion,aws,ssm,chain,patch_evasion,CIS,1,1,CIS/10.7,Detect privileged actions that override patch states or orchestrate patch evasion via SSM command chaining.
azure.aad.activity_log.bypass_mfa,azure,aad,activity_log,bypass_mfa,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(1),Identify attempts to bypass MFA for privileged access and subsequent deletion of Azure Monitor logs
azure.aad.activity_log.disable_mfa,azure,aad,activity_log,disable_mfa,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect MFA policy disablement and anomalous RDP session patterns indicating lack of session lock.
azure.aad.activity_log.emergency_access,azure,aad,activity_log,emergency_access,CANADA_PBMM,1,1,CANADA_PBMM/IR-7(1),Alert on emergency access activation and deletion of diagnostic logs during incident handling|
azure.aad.activity_log.guest_invite,azure,aad,activity_log,guest_invite,CIS,1,1,CIS/5.3.2,Monitor invitations of external/B2B guest users and assignment of privileged directory roles.
azure.aad.activity_log.privileged_role_activation,azure,aad,activity_log,privileged_role_activation,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(2),Detect privileged role activation without PIM and logging bypass attempts
azure.aad.activity_log.replay_token,azure,aad,activity_log,replay_token,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect replay of authentication tokens and anomalous sequences of authentication actions from unusual locations/times.
azure.aad.activity_log.signin_after_inactivity,azure,aad,activity_log,signin_after_inactivity,CIS,1,1,CIS/1.5,"Alert on sign-in for accounts inactive >90 days, and chain where inactive account is re-enabled then quickly disabled"
azure.aad.activity_log.signin_failure_series,azure,aad,activity_log,signin_failure_series,NIST_800_171,1,1,NIST_800_171/3.1.8,"Identify rapid sequences of failed sign-ins from same principal or IP, indicating credential brute force."
azure.aad.activity_log.signin_risk,azure,aad,activity_log,signin_risk,CANADA_PBMM,1,1,CANADA_PBMM/IA-2(1),Detect risky sign-ins for privileged accounts and privileged VM logins from non-corporate IPs
azure.aad.audit.conditional_access_bypass,azure,aad,audit,conditional_access_bypass,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(5),Monitor alert rule deletions and suspicious conditional access policy changes
azure.aad.audit.directory_change,azure,aad,audit,directory_change,NIST_800_171,1,1,NIST_800_171/3.4.3,Monitor Azure Policy or resource policy changes and Azure AD directory modifications for approval and logging of system changes.
azure.aad.audit.disable_pim,azure,aad,audit,disable_pim,CANADA_PBMM,1,1,CANADA_PBMM/IR-7(2),"Detect deletion of diagnostic settings or disabling of PIM, obstructing incident response evidence collection"
azure.aad.audit.guest_role_assignment,azure,aad,audit,guest_role_assignment,CIS,1,1,CIS/5.3.2,Monitor invitations of external/B2B guest users and assignment of privileged directory roles.
azure.aad.audit.signin_chain_evasion,azure,aad,audit,signin_chain_evasion,PCI_DSS,1,1,PCI_DSS/10.2.2,Identify gaps in audit log coverage and suspicious sign-in chains evading logging
azure.aad.audit.signin_risk,azure,aad,audit,signin_risk,NIST_800_171,1,1,NIST_800_171/3.1.15,Detect remote command execution on VMs via RunCommand and high-risk sign-ins leading to privileged resource access.
azure.aad.audit.user_access_review_bypass,azure,aad,audit,user_access_review_bypass,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect bypass of Azure AD access reviews and chained role assignment modifications to retain unauthorized access
azure.aad.chain.inactive_reenable_disable,azure,aad,chain,inactive_reenable_disable,CIS,1,1,CIS/1.5,"Alert on sign-in for accounts inactive >90 days, and chain where inactive account is re-enabled then quickly disabled"
azure.activity_log.audit.policy_override,azure,activity_log,audit,policy_override,PCI_DSS,1,1,PCI_DSS/10.7.1,Detect policy assignments that bypass security controls and chained events that disable or suppress security alerts and diagnostic settings.
azure.activity_log.chain.privilege_escalation,azure,activity_log,chain,privilege_escalation,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(20),Monitor for suspicious alert rule modifications and multi-step privilege escalation chains in activity logs.
azure.activitylog.chain.suppress,azure,activitylog,chain,suppress,NIST_800_171,1,1,NIST_800_171/3.3.9,"Detect deletion or disabling of diagnostic settings/Log Analytics, and chained actions to suppress audit logging."
azure.appgateway.audit.modify_ssl_policy,azure,appgateway,audit,modify_ssl_policy,CIS,1,1,CIS/10.3,Detect modifications to NSG security rules allowing unencrypted protocols or changes to Application Gateway SSL policies that weaken encryption.
azure.audit.chain.privileged_evasion,azure,audit,chain,privileged_evasion,CANADA_PBMM,1,1,CANADA_PBMM/AU-7(1),Identify Log Analytics workspace or diagnostic setting deletions/modifications followed by privileged actions to evade logging.
azure.authorization.audit.role_assignment,azure,authorization,audit,role_assignment,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(7),Detect deletion of Activity Log alerts combined with new privileged role assignments.
azure.authorization.audit.role_assignment_chain,azure,authorization,audit,role_assignment_chain,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(23),Detect deletion of activity log alerts and suspicious role assignment chains to new/service principals.
azure.automation.activity_log.create_runbook,azure,automation,activity_log,create_runbook,NIST_800_171,1,1,NIST_800_171/3.13.13,Monitor creation of Automation runbooks and code deployments to Azure Web Apps as potential mobile code execution.
azure.automation.audit.runbook_execution,azure,automation,audit,runbook_execution,NIST_800_171,1,1,NIST_800_171/3.7.4,Monitor creation of VM images from unverified sources and execution of automation runbooks that may contain untested diagnostic scripts.
azure.automation.audit.runbook_start,azure,automation,audit,runbook_start,NIST_800_171,1,1,NIST_800_171/3.4.8,Monitor VM creation and Automation runbook starts to control unauthorized software execution through blacklisting/whitelisting.
azure.automation.chain.auditd_bypass,azure,automation,chain,auditd_bypass,CIS,1,1,CIS/5.7.2,Detect VM auditd configuration changes and Automation runbooks that disable or circumvent Linux audit logging
azure.automation.chain.patch_bypass,azure,automation,chain,patch_bypass,CIS,1,1,CIS/10.7,Identify VM patch state tampering or automated runbook sequences designed to bypass update compliance.
azure.communication.audit.create_voip_resource,azure,communication,audit,create_voip_resource,NIST_800_171,1,1,NIST_800_171/3.13.14,Monitor creation of Azure Communication Services VoIP resources and NSG changes affecting VoIP ports
azure.compute.activity_log.create_vm,azure,compute,activity_log,create_vm,NIST_800_171,1,1,NIST_800_171/3.4.8,Monitor VM creation and Automation runbook starts to control unauthorized software execution through blacklisting/whitelisting.
azure.compute.activity_log.create_vm_image,azure,compute,activity_log,create_vm_image,NIST_800_171,1,1,NIST_800_171/3.7.4,Monitor creation of VM images from unverified sources and execution of automation runbooks that may contain untested diagnostic scripts.
azure.compute.activity_log.delete_disk,azure,compute,activity_log,delete_disk,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect managed disk deletion and bulk blob deletions in storage accounts as potential unsanitized media disposal.
azure.compute.activity_log.disable_vtpm,azure,compute,activity_log,disable_vtpm,CIS,1,1,CIS/5.1,Detect VM deployments or updates that disable vTPM (Intel TXT equivalent) or create VMs without security features.
azure.compute.activity_log.runcommand,azure,compute,activity_log,runcommand,NIST_800_171,1,1,NIST_800_171/3.1.15,Detect remote command execution on VMs via RunCommand and high-risk sign-ins leading to privileged resource access.
azure.compute.activity_log.virtual_machine_update,azure,compute,activity_log,virtual_machine_update,CIS,1,1,CIS/6.1,Monitor VM updates for enabling nested virtualization and detect chained actions that bypass default hypervisor restrictions.
azure.compute.audit.rdp_session_anomaly,azure,compute,audit,rdp_session_anomaly,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect MFA policy disablement and anomalous RDP session patterns indicating lack of session lock.
