rule_id,csp,service,resource,attribute,frameworks,framework_count,control_count,mapped_controls,suggested_intent
aws.ec2.instance.required_ami,aws,ec2,instance,required_ami,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(5),Ensure EC2 instances are launched from approved AMIs only.
aws.ec2.instance.required_tags,aws,ec2,instance,required_tags,CANADA_PBMM,1,1,CANADA_PBMM/CM-6(1),Check that EC2 instances have required tags for configuration management.
aws.ec2.instance.secure_boot_enabled,aws,ec2,instance,secure_boot_enabled,CIS,1,1,CIS/3.2,(refined)
aws.ec2.instance.security_group.least_functionality,aws,ec2,instance,security_group.least_functionality,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(1),"Check that EC2 instances are not using overly permissive security groups (e.g., allow all inbound traffic)."
aws.ec2.instance.time_sync,aws,ec2,instance,time_sync,PCI_DSS,1,1,PCI_DSS/10.6.1,Check if EC2 instances are configured to use Amazon Time Sync Service or equivalent.; (refined)
aws.ec2.instance.vulnerability_scan,aws,ec2,instance,vulnerability_scan,PCI_DSS,1,1,PCI_DSS/6.3.1,check if EC2 instances have vulnerability findings from AWS Inspector or similar service
aws.ec2.security_group.no_public_ingress,aws,ec2,security_group,no_public_ingress,PCI_DSS,1,1,PCI_DSS/11.4.7,PARTIAL: aws.ec2.security_group.no_public_ingress ||| verifies network isolation but not penetration testing support process
aws.ec2.volume.delete_on_termination,aws,ec2,volume,delete_on_termination,NIST_800_171,1,1,NIST_800_171/3.8.3,(refined); Check that EBS volumes are configured to be deleted on instance termination.
aws.ec2.vpc_peering_connection.require_encryption,aws,ec2,vpc_peering_connection,require_encryption,CANADA_PBMM,1,1,CANADA_PBMM/CA-3(3),Check that VPC peering connections require encryption for data in transit.
aws.ecs.task_definition.container_definition.health_check_command,aws,ecs,task_definition,container_definition.health_check_command,CIS_AWS,1,1,CIS_AWS/3.2.5,Check ECS task definition container health check command does not include --streaming-connection-idle-timeout 0
aws.ecs.task_definition.container_definition.streaming_connection_idle_timeout,aws,ecs,task_definition,container_definition.streaming_connection_idle_timeout,CIS,1,1,CIS/3.2.5,(refined)
aws.eks.audit.privileged_pod,aws,eks,audit,privileged_pod,CIS,1,1,CIS/2.2.2,(refined)
aws.eks.cluster.namespace_default,aws,eks,cluster,namespace_default,CIS,1,1,CIS/4.6.4,(refined)
aws.eks.cluster.pod_security_policy,aws,eks,cluster,pod_security_policy,CIS,1,1,CIS/5.2.2,(refined)
aws.eks.cluster.rbac_managed,aws,eks,cluster,rbac_managed,CIS,1,1,CIS/5.8.2,PARTIAL: aws.eks.cluster.rbac_managed ||| verifies RBAC is enabled but not specific Google Groups integration
aws.eks.node_group.kubelet_config_ownership,aws,eks,node_group,kubelet_config_ownership,CIS,1,1,CIS/3.1.4,(refined)
aws.eks.pod.security_context,aws,eks,pod,security_context,CIS,1,1,CIS/4.6.3,(refined)
aws.eks.pod_security_policy.allow_privilege_escalation,aws,eks,pod_security_policy,allow_privilege_escalation,CIS,1,1,CIS/5.2.5,(refined)
aws.guardduty.detector.is_enabled,aws,guardduty,detector,is_enabled,CIS,1,1,CIS/4.14,(refined)
aws.iam.account.account_management_enabled,aws,iam,account,account_management_enabled,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(1),Ensure account management controls are enabled for IAM users and roles; (refined)
aws.iam.account.allow_root_mfa,aws,iam,account,allow_root_mfa,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(9),Check that root user MFA is enabled for account management.
aws.iam.account_password_policy.anonymous_auth_disabled,aws,iam,account_password_policy,anonymous_auth_disabled,CIS_AWS,1,1,CIS_AWS/3.2.1,Ensure IAM account password policy disables anonymous authentication
aws.iam.account_password_policy.maximum_password_attempts,aws,iam,account_password_policy,maximum_password_attempts,NIST_800_171,1,1,NIST_800_171/3.1.8,Check AWS account password policy sets a low max failed attempts.; (refined)
aws.iam.group.restrict_user_access_features,aws,iam,group,restrict_user_access_features,CIS,1,1,CIS/5.18,(refined)
aws.iam.namespace.default_not_used,aws,iam,namespace,default_not_used,CIS,1,1,CIS/5.6.4,(refined)
aws.iam.notification.idp_group_mapping_configured,aws,iam,notification,idp_group_mapping_configured,CIS,1,1,CIS/4.4,(refined)
aws.iam.password_policy.hide_password_feedback,aws,iam,password_policy,hide_password_feedback,NIST_800_171,1,1,NIST_800_171/3.5.11,Check IAM password policy does not reveal password details on failure.
aws.iam.policy.action,aws,iam,policy,action,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(3),Check IAM policies for unauthorized maintenance tool actions; (refined)
aws.iam.policy.change_approval,aws,iam,policy,change_approval,NIST_800_171,1,1,NIST_800_171/3.4.4,Check that IAM policy changes require approval via a service control policy or similar guardrail.
aws.iam.policy.condition_external_accounts,aws,iam,policy,condition_external_accounts,CANADA_PBMM,1,1,CANADA_PBMM/AC-20(1),Check IAM policies for conditions restricting use to external AWS accounts.
aws.iam.policy.condition_source_ip,aws,iam,policy,condition_source_ip,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(6),Check IAM policies for maintenance actions to ensure they require a source IP from an approved network.; (refined)
aws.iam.policy.principal_condition,aws,iam,policy,principal_condition,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(1),Check IAM policies for nonlocal maintenance sessions require MFA or other strong authentication.
aws.iam.policy.principal_external_accounts,aws,iam,policy,principal_external_accounts,CANADA_PBMM,1,1,CANADA_PBMM/AC-20(2),Check IAM policies for principals from external AWS accounts.
aws.iam.role.max_session_duration,aws,iam,role,max_session_duration,NIST_800_171,1,1,NIST_800_171/3.1.11,"Check IAM role max session duration is set to a defined value (e.g., <= 3600 seconds).; (refined)"
aws.iam.role.trust_policy_boundary,aws,iam,role,trust_policy_boundary,CANADA_PBMM,1,1,CANADA_PBMM/SC-6,Check IAM roles have a permissions boundary limiting trust policy modifications.; (refined)
aws.iam.role.trust_policy_change_control,aws,iam,role,trust_policy_change_control,CANADA_PBMM,1,1,CANADA_PBMM/CM-3(4),Check that IAM role trust policies are not changed without approval.; (refined)
aws.iam.role.trust_policy_external_accounts,aws,iam,role,trust_policy_external_accounts,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(2),Check IAM role trust policies for unauthorized external AWS accounts.
aws.iam.role.trust_policy_external_principal,aws,iam,role,trust_policy_external_principal,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(1),Check IAM roles for trust policies allowing external system services.
aws.iam.role.trust_policy_token_actions,aws,iam,role,trust_policy_token_actions,CIS_AWS,1,1,CIS_AWS/4.1.6,Check IAM role trust policies for unnecessary sts:AssumeRoleWithWebIdentity or sts:AssumeRoleWithSAML actions.
aws.iam.role.wildcard_action,aws,iam,role,wildcard_action,CIS,1,1,CIS/4.1.3,(refined)
aws.iam.role_trust.system_authenticated_non_default,aws,iam,role_trust,system_authenticated_non_default,CIS,1,1,CIS/4.1.10,(refined)
aws.iam.service_account_token_volume_projection,aws,iam,service_account_token_volume_projection,,CIS,1,1,CIS/6.6.5,(refined)
aws.iam.user.anonymous_auth_disabled,aws,iam,user,anonymous_auth_disabled,CIS,1,1,CIS/3.2.1,(refined)
aws.iam.user.inactive_disable,aws,iam,user,inactive_disable,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(5),Check that IAM users inactive for 90 days are disabled.
aws.iam.user.namespace,aws,iam,user,namespace,CIS,1,1,CIS/5.6.1,(refined)
aws.iam.user.password_policy.hard_expiry,aws,iam,user,password_policy.hard_expiry,PCI_DSS,1,1,PCI_DSS/8.2.2,Check IAM password policy enforces hard expiry for inactive users.
aws.iam.user.security_key_enforcement,aws,iam,user,security_key_enforcement,CIS,1,1,CIS/1.3,(refined)
aws.iam.user.service_account_default_check,aws,iam,user,service_account_default_check,CIS_AWS,1,1,CIS_AWS/4.1.5,"check that no IAM user is actively using a default service account (e.g., with a name like 'default-service-account')"
aws.iam.user.tenancy_admin_api_keys_absent,aws,iam,user,tenancy_admin_api_keys_absent,CIS,1,1,CIS/1.12,(refined)
aws.iam.user.user_name,aws,iam,user,user_name,NIST_800_171,1,1,NIST_800_171/3.5.1,Check that all IAM users are identified with a unique name.; (refined)
aws.iam.user_settings.password_reset_notification_enabled,aws,iam,user_settings,password_reset_notification_enabled,CIS,1,1,CIS/5.10,(refined)
aws.inspector.assessment.enabled,aws,inspector,assessment,enabled,CIS,1,1,CIS/8.1.16,(refined)
aws.media_import_export.job.encryption_enabled,aws,media_import_export,job,encryption_enabled,CANADA_PBMM,1,1,CANADA_PBMM/MP-8(1),Check that AWS Import/Export jobs require encryption for media.
aws.organizations.account.status,aws,organizations,account,status,CANADA_PBMM,1,1,CANADA_PBMM/CA-7(1),check that all member accounts in the organization are active and monitored
aws.rds.db_instance.automated_backups,aws,rds,db_instance,automated_backups,CANADA_PBMM,1,1,CANADA_PBMM/CP-10(2),Check RDS instance automated backup retention period is configured
aws.rds.db_instance.backup_retention_period,aws,rds,db_instance,backup_retention_period,CANADA_PBMM,1,1,CANADA_PBMM/CP-7(1),Check RDS backup retention period is configured for recovery
aws.s3.bucket.anonymous_auth_disabled,aws,s3,bucket,anonymous_auth_disabled,CIS,1,1,CIS/3.2.1,(refined)
aws.s3.bucket.cross.account.replication.disabled,aws,s3,bucket,cross.account.replication.disabled,CIS,1,1,CIS/9.3.7,(refined)
aws.s3.bucket.namespace,aws,s3,bucket,namespace,CIS,1,1,CIS/5.6.1,(refined)
aws.s3.bucket.policy.sas.linked.to.stored.access.policy,aws,s3,bucket,policy.sas.linked.to.stored.access.policy,CIS,1,1,CIS/11.4,(refined)
aws.s3.bucket.policy_secure_transport,aws,s3,bucket,policy_secure_transport,NIST_800_171,1,1,NIST_800_171/3.8.6,Check S3 bucket policies enforce SSL/TLS for transport.
aws.s3.bucket.versioning.enabled,aws,s3,bucket,versioning.enabled,SOC2,1,1,SOC2/PI1.5,Check that S3 buckets have versioning enabled to store inputs/outputs completely.
aws.s3.presigned.stored.policy,aws,s3,presigned,stored.policy,CIS,1,1,CIS/18.2,(refined)
aws.securityhub.findings.periodic_assessment,aws,securityhub,findings,periodic_assessment,NIST_800_171,1,1,NIST_800_171/3.12.1,Check that AWS Security Hub is enabled and configured to periodically generate findings for security controls.
aws.securityhub.hub.enabled,aws,securityhub,hub,enabled,CIS,1,1,CIS/8.1.16,(refined)
aws.securityhub.hub.is_enabled,aws,securityhub,hub,is_enabled,CIS,1,1,CIS/4.14,(refined)
aws.ssm.parameter.permissions,aws,ssm,parameter,permissions,CIS,1,1,CIS/1.4.3,(refined)
aws.storage.sas_token.allowed_protocols_https_only,aws,storage,sas_token,allowed_protocols_https_only,CIS,1,1,CIS/2.1.1.1,(refined)
aws.vpc.network_acl.deny_all_inbound,aws,vpc,network_acl,deny_all_inbound,CANADA_PBMM,1,1,CANADA_PBMM/SC-7(5),Check that a default deny-all inbound rule exists on the VPC NACL.
aws.vpc.network_acl.deny_all_ingress,aws,vpc,network_acl,deny_all_ingress,CANADA_PBMM,1,1,CANADA_PBMM/SC-7(4),Check that a VPC network ACL denies all inbound traffic by default.
aws.vpc.network_acl.rule_action,aws,vpc,network_acl,rule_action,CANADA_PBMM,1,1,CANADA_PBMM/AC-4(21),"Check that VPC Network ACL rules enforce allowed traffic flows (deny by default, explicit allow rules)."
aws.vpc.peering_connection.require_acceptance,aws,vpc,peering_connection,require_acceptance,CANADA_PBMM,1,1,CANADA_PBMM/CA-3(5),Check that VPC peering connections require manual acceptance.
aws.vpn.client_endpoint.split_tunnel,aws,vpn,client_endpoint,split_tunnel,NIST_800_171,1,1,NIST_800_171/3.13.7,check that AWS Client VPN endpoints do not have split tunneling enabled; (refined)
azure.aad.identity_protection.password_policy.minimum_length,azure,aad,identity_protection,password_policy.minimum_length,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(2),Ensure Azure AD password policy enforces a minimum password length.
azure.aad.namespace.default_not_used,azure,aad,namespace,default_not_used,CIS,1,1,CIS/5.6.4,(refined)
azure.aad.password_policy.enforce_strong_password,azure,aad,password_policy,enforce_strong_password,CANADA_PBMM,1,1,CANADA_PBMM/IA-5(3),Check that Azure AD password policy enforces strong authentication.; (refined)
azure.aad.password_policy.hide_feedback,azure,aad,password_policy,hide_feedback,NIST_800_171,1,1,NIST_800_171/3.5.11,Check Azure AD password policy obscures authentication feedback.
azure.aad.password_reset_policies.lockout_threshold,azure,aad,password_reset_policies,lockout_threshold,NIST_800_171,1,1,NIST_800_171/3.1.8,(refined); Check Azure AD password reset policy sets a low account lockout threshold.
azure.aad.role_assignment.system_authenticated_non_default,azure,aad,role_assignment,system_authenticated_non_default,CIS,1,1,CIS/4.1.10,(refined)
azure.aad.user.account_management_enabled,azure,aad,user,account_management_enabled,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(1),Ensure account management controls are enabled for Azure AD users and service principals; (refined)
azure.aad.user.allow_guest_invites,azure,aad,user,allow_guest_invites,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(9),Check that guest user invitations are restricted for account management.
azure.aad.user.inactive_disable,azure,aad,user,inactive_disable,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(5),Check that Azure AD users inactive for 90 days are disabled.
azure.aad.user.namespace,azure,aad,user,namespace,CIS,1,1,CIS/5.6.1,(refined)
azure.aad.user.password_policy.enforce_change,azure,aad,user,password_policy.enforce_change,PCI_DSS,1,1,PCI_DSS/8.2.2,Check Azure AD password policy enforces change for shared accounts.
azure.aad.user.user_principal_name,azure,aad,user,user_principal_name,NIST_800_171,1,1,NIST_800_171/3.5.1,(refined); Check that all Azure AD users are identified with a unique principal name.
azure.aad.user_settings.password_reset_notification_enabled,azure,aad,user_settings,password_reset_notification_enabled,CIS_AZURE,1,1,CIS_AZURE/5.10,Ensure users are notified when their password is reset.
azure.aad.users.password_policy.enforce_strong_authn,azure,aad,users,password_policy.enforce_strong_authn,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(4),Ensure Azure AD password protection policy enforces strong authentication
azure.aks.audit.privileged_pod,azure,aks,audit,privileged_pod,CIS,1,1,CIS/2.2.2,(refined)
azure.aks.cluster.audit_logging,azure,aks,cluster,audit_logging,CIS,1,1,CIS/2.2.1,(refined)
azure.aks.cluster.authorization_modeverifiesconfigexistsbutnottestingexecution,azure,aks,cluster,authorization_modeverifiesconfigexistsbutnottestingexecution,CIS,1,1,CIS/3.2.2,(refined)
azure.aks.cluster.namespace_default,azure,aks,cluster,namespace_default,CIS,1,1,CIS/4.6.4,(refined)
azure.aks.cluster.node_config,azure,aks,cluster,node_config,CIS,1,1,CIS/3.1.3,PARTIAL: azure.aks.cluster.node_config ||| verifies node pool configuration but not direct file permissions on underlying host
azure.aks.cluster.pod_security_policy,azure,aks,cluster,pod_security_policy,CIS,1,1,CIS/5.2.2,(refined)
azure.aks.cluster.rbac_enabled,azure,aks,cluster,rbac_enabled,CIS,1,1,CIS/5.8.2,PARTIAL: azure.aks.cluster.rbac_enabled ||| verifies RBAC is enabled but not specific Entra ID group integration
azure.aks.network_policy_enabled,azure,aks,network_policy_enabled,,CIS,1,1,CIS/4.3.2,PARTIAL: azure.aks.network_policy_enabled ||| verifies cluster-level network policy add-on but not namespace-specific policies
azure.aks.node_pool.kubelet_config_ownership,azure,aks,node_pool,kubelet_config_ownership,CIS,1,1,CIS/3.1.4,(refined)
azure.aks.node_pool.kubelet_config_permissions,azure,aks,node_pool,kubelet_config_permissions,CIS,1,1,CIS/3.1.3,(refined)
azure.aks.pod.security_context,azure,aks,pod,security_context,CIS,1,1,CIS/4.6.3,(refined)
azure.aks.pod_security_policy.allow_privilege_escalation,azure,aks,pod_security_policy,allow_privilege_escalation,CIS,1,1,CIS/5.2.5,(refined)
azure.authorization.role_assignment.condition,azure,authorization,role_assignment,condition,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(1),"Check role assignments for nonlocal maintenance require conditional access (e.g., MFA, IP)."
azure.authorization.role_assignment.condition_ip,azure,authorization,role_assignment,condition_ip,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(6),Check role assignment conditions for maintenance actions to ensure they require a source IP from an approved network.; (refined)
azure.authorization.role_assignment.external_principal,azure,authorization,role_assignment,external_principal,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(1),"Check role assignments for external principals (e.g., guest users, external tenants)."
azure.authorization.role_assignment.external_tenant,azure,authorization,role_assignment,external_tenant,CANADA_PBMM,1,1,CANADA_PBMM/AC-20(2),Check role assignments for principals from external Azure AD tenants.
azure.authorization.role_assignment.external_tenants,azure,authorization,role_assignment,external_tenants,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(2),Check role assignments for principals from unauthorized external Azure AD tenants.
azure.authorization.role_definition.action,azure,authorization,role_definition,action,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(3),Check role definitions for unauthorized maintenance tool actions; (refined)
azure.authorization.role_definition.change_control,azure,authorization,role_definition,change_control,CANADA_PBMM,1,1,CANADA_PBMM/CM-3(4),(refined); Check that custom RBAC role definitions are not changed without approval.
azure.backup.recovery_services_vault.encryption,azure,backup,recovery_services_vault,encryption,CANADA_PBMM,1,1,CANADA_PBMM/CP-8(1),Check that Azure Recovery Services Vault uses customer-managed keys (CMK) for encryption.
