rule_a,rule_b,csp,rule_type,decision,winner,reason
azure.monitor.activity_log.log_profile_deletion,azure.monitor.activity_log.log_profile.retention_enabled,azure,ciem,DIFFERENT,A,"Rule A detects deletion/modification of Log Profiles, while Rule B checks if retention is enabled, focusing on configuration state."
azure.monitor.activity_log.log_profile_deletion,azure.monitor.activity_log.profile.log_retention,azure,ciem,DIFFERENT,A,"Rule A detects deletion/modification events, whereas Rule B verifies retention duration, addressing different aspects of log management."
azure.monitor.activity_log.log_removal,azure.monitor.activity_log.policy_change,azure,ciem,DIFFERENT,A,"Rule A detects removal of log entries or disabling settings, while Rule B monitors policy changes, covering distinct security events."
azure.monitor.activity_log.log_removal,azure.monitor.activity_log.reduction,azure,ciem,SAME,A,"Both rules detect removal or disabling of diagnostic settings; A's description is more specific, making it a better name."
azure.monitor.activity_log.log_removal,azure.monitor.activity_log.retention_change,azure,ciem,DIFFERENT,A,"Rule A focuses on removal of log entries or disabling settings, while Rule B detects retention policy modifications, different scopes."
azure.monitor.activity_log.log_removal,azure.monitor.activity_log.suppression,azure,ciem,DIFFERENT,A,"Rule A detects removal of log entries or disabling settings, while Rule B identifies workspace or setting deletions for suppression."
azure.monitor.activity_log.log_removal,azure.monitor.activity_log.timestamp_anomaly,azure,ciem,DIFFERENT,A,"Rule A detects removal of log entries or disabling settings, while Rule B identifies timestamp anomalies, different detection goals."
azure.monitor.activity_log.log_removal,azure.monitor.audit.log_removal,azure,ciem,SAME,A,"Both rules detect deletion or removal of Activity Logs; A's description is more focused, making it a better name."
azure.monitor.activity_log.log_removal,azure.monitor.chain.log_removal,azure,ciem,DIFFERENT,A,"Rule A monitors activity log removal/disable, while rule B monitors Defender for Cloud malware scanning log disable/removal."
azure.monitor.activity_log.log_removal,azure.monitor.activity_log.profile.log_retention,azure,ciem,DIFFERENT,B,"Rule A detects removal/disable of activity logs, while rule B checks retention duration for activity logs."
azure.monitor.activity_log.log_removal,azure.monitor.activity_log_alert.configured,azure,ciem,DIFFERENT,A,"Rule A detects removal/disable of activity logs, while rule B checks if activity log alerts are configured."
azure.monitor.activity_log.policy_change,azure.monitor.activity_log.reduction,azure,ciem,SAME,B,Both monitor policy/diagnostic setting changes; rule B's description is more specific about deletions/modifications.
azure.monitor.activity_log.policy_change,azure.monitor.activity_log.retention_change,azure,ciem,DIFFERENT,A,"Rule A monitors policy changes broadly, while rule B specifically detects retention policy modifications."
azure.monitor.activity_log.policy_change,azure.monitor.activity_log.suppression,azure,ciem,DIFFERENT,A,"Rule A monitors policy changes broadly, while rule B identifies workspace/diagnostic setting deletions/modifications."
azure.monitor.activity_log.reduction,azure.monitor.activity_log.retention_change,azure,ciem,DIFFERENT,A,"Rule A identifies diagnostic setting deletions/modifications, while rule B specifically detects retention policy changes."
azure.monitor.activity_log.reduction,azure.monitor.activity_log.suppression,azure,ciem,SAME,B,Both identify diagnostic setting deletions/modifications; rule B's description is more specific about Log Analytics workspace.
azure.monitor.activity_log.reduction,azure.monitor.activity_log.timestamp_anomaly,azure,ciem,DIFFERENT,A,"Rule A focuses on diagnostic setting deletions/modifications, while Rule B focuses on log timestamp anomalies or workspace deletions."
azure.monitor.activity_log.reduction,azure.monitor.activity_log.profile.log_retention,azure,ciem,DIFFERENT,A,"Rule A detects deletions/modifications of diagnostic settings, while Rule B checks retention duration for incident support."
azure.monitor.activity_log.reduction,azure.monitor.activity_log_alert.configured,azure,ciem,DIFFERENT,A,"Rule A detects diagnostic setting changes, while Rule B verifies if activity log alerts are configured."
azure.monitor.activity_log.retention_change,azure.monitor.activity_log.suppression,azure,ciem,SAME,A,Both rules detect modifications to logging settings (retention policy vs. workspace/diagnostic settings) aimed at disabling logging.
azure.monitor.activity_log.retention_change,azure.monitor.activity_log.log_profile.retention_enabled,azure,ciem,DIFFERENT,B,"Rule A detects retention policy modifications, while Rule B checks if retention is enabled and configured for analysis."
azure.monitor.activity_log.retention_change,azure.monitor.activity_log.profile.log_retention,azure,ciem,DIFFERENT,B,"Rule A detects retention policy changes, while Rule B verifies sufficient retention duration for incidents."
azure.monitor.activity_log.suppression,azure.monitor.activity_log.timestamp_anomaly,azure,ciem,DIFFERENT,A,"Rule A focuses on workspace/diagnostic setting deletions/modifications, while Rule B focuses on timestamp anomalies or workspace deletions."
azure.monitor.activity_log.suppression,azure.monitor.activity_log.profile.log_retention,azure,ciem,DIFFERENT,A,"Rule A detects deletions/modifications of logging settings, while Rule B checks retention duration for incident support."
azure.monitor.activity_log.suppression,azure.monitor.activity_log_alert.configured,azure,ciem,DIFFERENT,B,"Rule A checks for suppression of activity logs, while rule B checks for alerts being configured on activity logs."
azure.monitor.audit.delete_diagnostic,azure.monitor.audit.delete_logs,azure,ciem,SAME,A,"Both rules focus on detecting deletion of diagnostic logs, with rule A having a more direct and conventional name."
azure.monitor.audit.delete_diagnostic,azure.monitor.audit.diagnostic_delete,azure,ciem,SAME,B,"Both rules alert on deletion of diagnostic logs, with rule B specifying a more precise scenario (emergency access activation)."
azure.monitor.audit.delete_diagnostic,azure.monitor.audit.diagnostic_disable,azure,ciem,DIFFERENT,B,"Rule A detects deletion of diagnostic logs, while rule B monitors disabling of diagnostic settings."
azure.monitor.audit.delete_diagnostic,azure.monitor.audit.disable_diagnostic,azure,ciem,DIFFERENT,B,"Rule A detects deletion of diagnostic logs, while rule B focuses on disabling diagnostics via policy removal."
azure.monitor.audit.delete_logs,azure.monitor.audit.diagnostic_delete,azure,ciem,SAME,B,"Both rules identify deletion of logs, with rule B providing a more specific alert context (emergency access)."
azure.monitor.audit.diagnostic_delete,azure.monitor.audit.diagnostic_disable,azure,ciem,DIFFERENT,B,"Rule A alerts on deletion of diagnostic logs, while rule B monitors disabling of diagnostic settings."
azure.monitor.audit.diagnostic_delete,azure.monitor.audit.disable_diagnostic,azure,ciem,DIFFERENT,B,"Rule A alerts on deletion of diagnostic logs, while rule B detects disabling of diagnostics via policy changes."
azure.monitor.audit.diagnostic_disable,azure.monitor.audit.disable,azure,ciem,DIFFERENT,A,"Rule A focuses on PIM role activations and diagnostic changes, while B focuses on deletion/disabling of diagnostic settings/Log Analytics."
azure.monitor.audit.diagnostic_disable,azure.monitor.audit.disable_diagnostic,azure,ciem,DIFFERENT,A,"Rule A monitors PIM role activations and diagnostic changes, whereas B detects removal of Azure Policy assignments and disabling of diagnostics."
azure.monitor.audit.diagnostic_disable,azure.monitor.audit.disable_log_profile,azure,ciem,DIFFERENT,A,"Rule A monitors PIM role activations and diagnostic changes, while B detects VM time sync changes or disabling of log profiles."
azure.monitor.audit.disable,azure.monitor.audit.disable_diagnostic,azure,ciem,DIFFERENT,A,"Rule A detects deletion/disabling of diagnostic settings/Log Analytics, while B detects removal of Azure Policy assignments and disabling."
azure.monitor.audit.disable,azure.monitor.audit.disable_log_profile,azure,ciem,DIFFERENT,A,"Rule A detects deletion/disabling of diagnostic settings/Log Analytics, while B detects VM time sync changes or disabling of log profiles."
azure.monitor.audit.disable_diagnostic,azure.monitor.audit.disable_log_profile,azure,ciem,DIFFERENT,A,"Rule A detects removal of Azure Policy assignments and disabling, while B detects VM time sync changes or disabling of log profiles."
azure.monitor.audit.disable_log_profile,azure.monitor.audit.log_removal,azure,ciem,DIFFERENT,A,"Rule A detects VM time sync changes or disabling of log profiles, while B detects deletion/export of Activity Logs or Log Analytics."
azure.monitor.audit.log_removal,azure.monitor.chain.audit_log_tampering,azure,ciem,DIFFERENT,A,"Rule A detects deletion/export of Activity Logs or Log Analytics, while B detects chained deletion/modification of Log Profiles/Diagnostic Settings."
azure.monitor.audit.log_removal,azure.monitor.chain.log_removal,azure,ciem,DIFFERENT,B,"Rule A covers general log deletion/export, Rule B specifically targets Defender for Cloud malware logs."
azure.monitor.chain.audit_log_tampering,azure.monitor.chain.log_removal,azure,ciem,DIFFERENT,A,"Rule A detects tampering with Log Profiles/Diagnostic Settings, Rule B detects disabling/removal of Defender logs."
