rule_id,provider,complexity,severity,rule_type,controls_unlocked,frameworks_unlocked,framework_sample,control_sample
k8s.compute.node.rotate_kubelet_server_certificate_configured,k8s,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/4.2.12
k8s.control_plane.scheduler.file_ownership_enforced,k8s,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/1.4.6
k8s.kubelet.config.cipher_suites_configured,k8s,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/4.2.13
k8s.node.cni.file_permissions_restricted,k8s,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.1.9
k8s.node.file_permissions.proxy_configured,k8s,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/2.2.5
k8s.node.file_system.client_ca_ownership_enforced,k8s,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/4.1.8
k8s.node.time_sync_configured,k8s,L5_NEEDS_AGENT,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.6.1
oci.compute.config_file.permissions_configured,oracle,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/1.4.3
oci.compute.instance.time_sync_configured,oracle,L5_NEEDS_AGENT,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.6.1
oci.oke.node_pool.kubelet_config_ownership_enforced,oracle,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.1.4
oci.oke.node_pool.kubelet_config_permissions_restricted,oracle,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.1.3
alicloud.ecs.activity_log.auditd_kill,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
alicloud.ecs.audit.delete_disk,alicloud,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
alicloud.ecs.audit.enable_nested_virtualization,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/6.1
alicloud.ecs.audit.stop_security_agent,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(7)
alicloud.ecs.audit.uninstall_cloudmonitor,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
alicloud.log.audit.disable_project,alicloud,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_OCI,CIS_OCI/2.2.1
alicloud.oss.activity_log.delete_bucket,alicloud,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
alicloud.ram.activity_log.console_login_inactive_user,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
alicloud.ram.activity_log.delete_policy_version,alicloud,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_12_2
alicloud.ram.activity_log.login_attempt_limit,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_1_8
alicloud.ram.activity_log.user_creation,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.2
alicloud.resourcemanager.audit.folder_change,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_OCI,CIS_OCI/6.2
alicloud.sas.audit.disable,alicloud,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_AZURE,CIS_AZURE/8.1.16
alicloud.sas.audit.stop_anti_bot,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1)
alicloud.vpc.audit.modify_security_group_rule,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/10.3
aws.cloudtrail.audit.privileged_context_modify,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/5.2.10
aws.ebs.audit.create_snapshot,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
aws.ec2.activity_log.auditd_disable,aws,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
aws.ec2.activity_log.delete_volume,aws,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
aws.ec2.activity_log.disable_antimalware,aws,L6_CIEM_EVENT,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
aws.ec2.activity_log.modify_time_sync,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.6.1
aws.ec2.audit.modify_instance_capabilities,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/5.1
aws.ec2.audit.nested_virtualization_enable,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/6.1
aws.ec2.audit.patch_override,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/10.7
aws.guardduty.activity_log.finding_creation,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/6.3.1
aws.iam.activity_log.delete_policy_version,aws,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_12_2
aws.iam.audit.user_inactivity_reactivation,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/1.4.2
aws.securityhub.activity_log.finding_import,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/6.3.1
aws.ssm.audit.command_execution,aws,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/6.3.3
aws.ssm.audit.delete_association,aws,L6_CIEM_EVENT,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
azure.aad.activity_log.signin_after_inactivity,azure,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
azure.aad.audit.disable_pim,azure,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_IBM,CIS_IBM/1.4.2
azure.aad.audit.guest_role_assignment,azure,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.2
azure.function.audit.privileged_action,azure,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/12.4
azure.monitor.activity_log.policy_override,azure,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
azure.pim.audit.activation_anomaly,azure,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/5.2.10
azure.policy.activity_log.delete_assignment,azure,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_12_2
azure.policy.audit.disable,azure,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/5.4.4
azure.rbac.audit.role_evasion_chain,azure,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_IBM,CIS_IBM/5.2.10
azure.vm.activity_log.auditd_modify,azure,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
azure.vm.activity_log.modify_time_config,azure,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.6.1
azure.vm.audit.patch_override,azure,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/10.7
gcp.cloudaudit.activity_log.integrity_check,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.2.2
gcp.cloudaudit.activity_log.sink_alter,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.2.20
gcp.cloudaudit.activity_log.sink_deletion,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
gcp.cloudaudit.audit.authentication_anomaly,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_1_8
gcp.cloudaudit.audit.set_iam_policy,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_4_3
gcp.cloudidentity.activity_log.guest_creation,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.2
gcp.compute.activity_log.auditd_alter,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
gcp.compute.activity_log.create_image,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_7_4
gcp.compute.activity_log.disable_osconfig_malware,gcp,L6_CIEM_EVENT,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(7)
gcp.compute.activity_log.modify_guest_time,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_3_7
gcp.compute.activity_log.set_nested_virtualization,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/6.1
gcp.compute.audit.disable_osconfig,gcp,L6_CIEM_EVENT,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1)
gcp.compute.audit.instance_creation_with_nested,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/6.1
gcp.compute.audit.patch_override,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/10.7
gcp.iam.activity_log.failed_login,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_1_8
gcp.iam.audit.dormant_user_console_access,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
gcp.iam.audit.require_mfa_for_cloud_console,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_7_5
gcp.logging.activity_log.audit_frequency,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.4.2.1
gcp.logging.audit.sink_disable,gcp,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_3_7
gcp.osconfig.audit.patch_execution,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_7_4
gcp.resourcemanager.audit.project_change,gcp,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_4_3
ibm.activity_log.audit.rule_deletion,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
ibm.activity_tracker.activity_log.disable,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/2.1.2
ibm.activity_tracker.activity_log.iam_change,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_4_3
ibm.activity_tracker.audit.config_change,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/6.3.1
ibm.activity_tracker.audit.config_change_chain,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.4.2.1
ibm.activity_tracker.audit.config_update,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_K8S,CIS_K8S/3.1.13
ibm.activity_tracker.audit.log_export_delete,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-9(2)
ibm.activity_tracker.audit.retention_update,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.2.21
ibm.cloudant.audit.route_delete,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/2.1.2
ibm.codeengine.activity_log.privileged_job_run,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_K8S,CIS_K8S/2.1.1
ibm.cos.activity_log.delete_bucket,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
ibm.functions.activity_log.create_action,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_13_13
ibm.functions.activity_log.iam_serviceid,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/12.4
ibm.iam.activity_log.account_invite,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.2
ibm.iam.activity_log.delete_routing,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_OCI,CIS_OCI/2.2.1
ibm.iam.activity_log.disable_mfa,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS IR-7(2)
ibm.iam.activity_log.login_after_inactivity,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
ibm.iam.activity_log.mfa_policy_change,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_1_10
ibm.iam.activity_log.modify_instance_profile,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
ibm.iam.activity_log.serviceid_to_api_key,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-6(2)
ibm.iam.audit.access_group_policy,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/5.2.10
ibm.iam.audit.disable_after_reactivation,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
ibm.is.instance.audit_delete_volume,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
ibm.openshift.audit.log_max_backup_retention,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/1.2.22
ibm.openshift.audit.log_max_file_size_configured,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/1.2.23
ibm.openshift.audit.log_path_check,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/1.2.20
ibm.resource.audit.management_key_rotation_bypass,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-6(2)
ibm.resource_controller.audit.instance_provision_privileged,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-6(10)
ibm.resource_controller.audit.resource_change,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_4_3
ibm.schematics.audit.workspace_action,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_7_4
ibm.security_advisor.activity_log.note_creation,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/6.3.1
ibm.security_advisor.audit.disable_va,ibm,L6_CIEM_EVENT,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS RA-5(2)
ibm.vpc.activity_log.auditd_removal,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
ibm.vpc.activity_log.create_security_group_voip,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_13_14
ibm.vpc.audit.instance_console_activity,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_1_10
ibm.vpc.audit.patch_override,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/10.7
ibm.watson.audit.create_voice_gateway,ibm,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_13_14
k8s.admission.audit.webhook_bypass,k8s,L6_CIEM_EVENT,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/6.3.1
k8s.apiserver.audit.authentication_failure_chain,k8s,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_1_8
k8s.apiserver.audit.exec_session_anomaly,k8s,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_1_10
k8s.audit.activity_log.audit_policy_override,k8s,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_OCI,CIS_OCI/2.2.1
k8s.audit.activity_log.psp_deletion,k8s,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
k8s.audit.activity_log.secret_access,k8s,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-4(20)
k8s.container.audit.auditd_mount_tamper,k8s,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
k8s.network.audit.modify_network_policy,k8s,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/10.3
k8s.node.audit.patch_tamper,k8s,L6_CIEM_EVENT,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/10.7
k8s.rbac.audit.clusterrole,k8s,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_OCI,CIS_OCI/2.2.2
k8s.rbac.audit.clusterrole_binding,k8s,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/5.2.10
k8s.rbac.audit.delete_clusterrole,k8s,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_12_2
oci.audit.activity_log.audit_policy_change,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_6_3
oci.audit.activity_log.trail_deletion,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
oci.compute.activity_log.auditd_stop,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
oci.compute.activity_log.update_instance,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,PCI_DSS,PCI_DSS/10.6.1
oci.compute.audit.image_import,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_7_4
oci.compute.audit.launch_instance_without_trusted_platform,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/5.1
oci.compute.audit.nested_virtualization_flag,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_IBM,CIS_IBM/6.1
oci.core.audit.delete_volume,oracle,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
oci.identity.audit.auth_failure_burst,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_1_8
oci.identity.audit.policy_delete,oracle,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_12_2
oci.identity.audit.user_creation,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.2
oci.network.audit.update_security_list,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,CIS_AWS,CIS_AWS/10.3
oci.objectstorage.audit.delete_bucket,oracle,L6_CIEM_EVENT,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_8_3
oci.osmanagement.audit.software_management,oracle,L6_CIEM_EVENT,MEDIUM,ciem,1,1,NIST_800_171,NIST_800_171/3_7_4
oci.vulnerabilityscanning.activity_log.host_scan_disable,oracle,L6_CIEM_EVENT,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/6.3.1
alicloud.actiontrail.chain.assume_role_modify,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_IBM,CIS_IBM/5.2.10
alicloud.actiontrail.chain.delete_malware_logs,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(7)
alicloud.actiontrail.chain.trail_deletion,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,NIST_800_171,NIST_800_171/3_6_3
alicloud.actiontrail.chain.trail_stop_privilege,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
alicloud.actiontrail.chain.trail_tampering_evasion,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.6.1
alicloud.actiontrail.chain.uninstall_and_stop,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
alicloud.oos.chain.auditd_modify,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
alicloud.oos.chain.patch_bypass,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/10.7
alicloud.ram.chain.attach_policy_evasion,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.7
alicloud.ram.chain.delete_malware_policy,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1)
alicloud.ram.chain.inactive_user_policy_attach,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
alicloud.slb.chain.listener_attribute_modify,alicloud,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/10.3
aws.ssm.chain.auditd_tamper,aws,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
aws.ssm.chain.patch_evasion,aws,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/10.7
azure.aad.chain.inactive_reenable_disable,azure,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
azure.automation.chain.auditd_bypass,azure,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
azure.automation.chain.patch_bypass,azure,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/10.7
azure.compute.chain.disable_and_deallocate,azure,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
azure.compute.chain.nested_hypervisor_enable,azure,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_IBM,CIS_IBM/6.1
azure.compute.chain.vm_deploy_without_security,azure,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_IBM,CIS_IBM/5.1
azure.monitor.chain.alert_suppression,azure,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
gcp.cloudasset.chain.iam_escalation,gcp,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
gcp.iam.chain.bypass_scanner_roles,gcp,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(7)
gcp.iam.chain.guest_service_account_key,gcp,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.2
gcp.securitycenter.chain.suspend_scc,gcp,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1)
ibm.activity_log.chain.privileged_action,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-4(20)
ibm.activity_tracker.chain.cloudaudit_export_disable,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-3(1)
ibm.activity_tracker.chain.evasion,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AZURE,CIS_AZURE/2.4
ibm.activity_tracker.chain.log_export_delete,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/5.3.4
ibm.activity_tracker.chain.role_assignment,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-6(9)
ibm.activity_tracker.chain.route_disable,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.2.21
ibm.chain.defense_evasion,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.7.1
ibm.chain.privileged_after_suppress,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-7(1)
ibm.cloudant.chain.log_removal,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-9(2)
ibm.iam.chain.api_key_abuse,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AZURE,CIS_AZURE/8.1.16
ibm.iam.chain.defense_evasion,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,PCI_DSS,PCI_DSS/10.2.2
ibm.iam.chain.evade_malware_monitoring,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(7)
ibm.iam.chain.invite_apikey,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.2
ibm.iam.chain.log_access_revoke,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_OCI,CIS_OCI/2.3.1
ibm.iam.chain.log_suppress,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_K8S,CIS_K8S/3.1.13
ibm.iam.chain.modify_shield_rules,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1)
ibm.iam.chain.policy_audit_removal,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS IR-3(2)
ibm.iam.chain.policy_modification_anomaly,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AZURE,CIS_AZURE/5.3.7
ibm.schematics.chain.auditd_tamper,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_GCP,CIS_GCP/5.7.2
ibm.schematics.chain.patch_evasion,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_AWS,CIS_AWS/10.7
ibm.vpc.chain.nested_virtualization_bypass,ibm,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_IBM,CIS_IBM/6.1
k8s.apiserver.chain.privileged_scc_modify,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_IBM,CIS_IBM/5.2.10
k8s.audit.chain.admission_webhook_delete__then__pod_creation,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,CIS_OCI,CIS_OCI/4.15
k8s.audit.chain.log_deletion_with_breach,k8s,L7_CIEM_CHAIN,HIGH,ciem,1,1,CANADA_PBMM,CANADA_PBMM/CCCS IR-6(1)
