unique_id,control_id,source,title,final_approach,original_approach,review_validation,technical_accuracy_score,confidence_level,program_name,review_recommendation
3.2.6__ensure-that-the---make-iptables-util-chains-argument-is-set-to-true,3.2.6,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that the --make-iptables-util-chains argument is set to true,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Enhance the assessment by incorporating automated checks using Azure CLI or PowerShell. Provide clear guidance on how to use these tools to verify the `makeIPTablesUtilChains` setting wi
3.4.3.1.3__ensure-firewalld-is-either-not-installed-or-masked-with-iptables,3.4.3.1.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure firewalld is either not installed or masked with iptables,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Enhance the assessment by incorporating automation scripts that leverage Azure CLI or PowerShell to automate the SSH and service status check process. Consider integrating with Azure Aut
6.26__ensure-fewer-than-5-users-have-global-administrator-assignment,6.26,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure fewer than 5 users have global administrator assignment,Automated,Automated,Unknown,0,MEDIUM,azure_encryption_admin_audit_global_admin_users,
9.1.11__ensure-that-microsoft-cloud-security-benchmark-policies-are-not-set-to-'disabled',9.1.11,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Microsoft Cloud Security Benchmark policies are not set to 'Disabled',Automated,Automated,AGREE,8,HIGH,azure_defender_cloud_security_benchmark_enabled,Modify
2.1.9__ensure-end-to-end-tls-encryption-is-enabled,2.1.9,,Ensure end-to-end TLS encryption is enabled,Automated,Automated,AGREE,8,MEDIUM,azure_appservices_tls_encryption_enabled,Modify
7.7__ensure-'allow-access-to-azure-services'-for-postgresql-database-server-is-disabled,7.7,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,Automated,Automated,AGREE,9,HIGH,azure_postgresql_firewall_access_disabled,Keep as-is
10.6__ensure-that-'auditing'-retention-is-'greater-than-90-days',10.6,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure that 'Auditing' Retention is 'greater than 90 days',Automated,Automated,Unknown,0,HIGH,azure_sql_server_auditing_retention_configured,
5.1.1__ensure-image-vulnerability-scanning-using-microsoft-defender-for-cloud-(mdc)-image-scanning-or-a-third-party-provider,5.1.1,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure Image Vulnerability Scanning using Microsoft Defender for Cloud (MDC) image scanning or a third party provider,Automated,Automated,AGREE,8,MEDIUM,azure_container_registry_image_scanning_enabled,Modify
9.1.4.1__ensure-that-microsoft-defender-for-containers-is-set-to-'on',9.1.4.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for Containers Is Set To 'On',Automated,Automated,Unknown,0,MEDIUM,azure_defender_for_containers_enabled,
9.3.7__ensure-that-public-network-access-when-using-private-endpoint-is-disabled,9.3.7,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Public Network Access when using Private Endpoint is disabled,Automated,Automated,Unknown,0,HIGH,azure_keyvault_public_network_access_disabled,
2.1.1.2.1__ensure-critical-data-is-encrypted-with-customer-managed-keys-(cmk),2.1.1.2.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Critical Data is Encrypted with Customer Managed Keys (CMK),Automated,Automated,AGREE,9,HIGH,azure_storage_account_customer_managed_keys_verified,- **Modify:** Refine the program name for clarity and consider adding additional checks for the Key Vault configuration and accessibility. Ensure that the API version is up-to-date and include robust 
5.2.18__ensure-ssh-logingracetime-is-set-to-one-minute-or-less,5.2.18,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH LoginGraceTime is set to one minute or less,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
4.2.3__minimize-the-admission-of-containers-wishing-to-share-the-host-ipc-namespace,4.2.3,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Minimize the admission of containers wishing to share the host IPC namespace,Automated,Automated,AGREE,9,HIGH,azure_aks_hostipc_restriction_verified,Keep as-is
5.2.4__ensure-ssh-access-is-limited,5.2.4,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH access is limited,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
10.4__ensure-that-microsoft-entra-authentication-is-configured-for-sql-servers,10.4,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure that Microsoft Entra authentication is Configured for SQL Servers,Automated,Automated,AGREE,8,HIGH,azure_sql_server_encryption_aad_authentication_configured,"- **Modify:** Update the program name to better reflect the specific security intent, such as `azure_sql_server_aad_authentication_configured`.
- **Enhance Automation:** Include additional checks for "
3.2.2__ensure-that-the---authorization-mode-argument-is-not-set-to-alwaysallow,3.2.2,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that the --authorization-mode argument is not set to AlwaysAllow,Manual (Under Review),Manual,DISAGREE,5,LOW,,Re-classify
5.2.2__ensure-immutability-for-recovery-services-vaults-is-enabled,5.2.2,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure immutability for Recovery Services vaults is Enabled,Automated,Automated,AGREE,8,HIGH,azure_backup_recovery_services_vault_immutability_enabled,"- Modify: Enhance the clarity of the pass/fail criteria by explicitly defining what constitutes a ""default (disabled)"" state. Consider including additional methods such as PowerShell for environments "
2.4.6__ensure-'https-only'-is-set-to-'on',2.4.6,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'HTTPS Only' is set to 'On',Automated,Automated,AGREE,9,HIGH,azure_app_service_https_only_enabled,"- **Modify:** While the overall approach is correct, the assessment should be modified to explicitly include checks for both App Services and Function Apps, as the control applies to both. Additionall"
17.7__ensure-soft-delete-is-enabled-for-azure-containers-and-blob-storage,17.7,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure Soft Delete is Enabled for Azure Containers and Blob Storage,Automated,Automated,AGREE,8,HIGH,azure_storage_account_soft_delete_enabled,- Modify: Update the command for checking the container delete retention policy to ensure it is explicitly covered under the blob service properties. Provide additional guidance on error handling and 
6.2.9__ensure-all-users'-home-directories-exist,6.2.9,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure all users' home directories exist,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"- **Modify:** Enhance the assessment by incorporating automation options using Azure CLI, PowerShell, or Azure Automation. Provide scripts or guidelines for automating the compliance check process."
3.1.2__ensure-that-network-security-groups-are-configured-for-databricks-subnets,3.1.2,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that network security groups are configured for Databricks subnets,Automated,Automated,Unknown,0,MEDIUM,azure_databricks_network_security_groups_configured,
20.2__ensure-that-'os-and-data'-disks-are-encrypted-with-customer-managed-key-(cmk),20.2,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure that 'OS and Data' disks are encrypted with Customer Managed Key (CMK),Automated,Automated,AGREE,8,HIGH,azure_compute_disks_cmk_encryption_enabled,"Modify  
- Update the CLI command to ensure it checks both OS and Data disks for encryption settings.
- Consider renaming the program to `azure_vm_disks_cmk_encryption_check` for better clarity.
- Ens"
10.3.6__ensure-soft-delete-is-enabled-for-azure-containers-and-blob-storage,10.3.6,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Soft Delete is Enabled for Azure Containers and Blob Storage,Automated,Automated,AGREE,8,HIGH,azure_storage_blob_soft_delete_enabled,"- Modify: Update the command for verifying container soft delete settings to ensure it directly checks the `containerDeleteRetentionPolicy`. This will enhance the accuracy of the automated checks.
- K"
5.3.1__ensure-sudo-is-installed,5.3.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure sudo is installed,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Re-classify
2.1.1.1.1__ensure-critical-data-is-encrypted-with-microsoft-managed-keys-(mmk),2.1.1.1.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Critical Data is Encrypted with Microsoft Managed Keys (MMK),Automated,Automated,AGREE,8,HIGH,azure_storage_encryption_microsoft_managed_keys_enabled,Modify
2.4.5__ensure-'http-version'-is-set-to-'2.0'-(if-in-use),2.4.5,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'HTTP version' is set to '2.0' (if in use),Automated,Automated,Unknown,0,HIGH,azure_appservice_http_version_set_to_,
3.1.1__ensure-that-the-kubeconfig-file-permissions-are-set-to-644-or-more-restrictive,3.1.1,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that the kubeconfig file permissions are set to 644 or more restrictive,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Update the assessment to include an automated approach using Azure CLI or PowerShell. Provide scripts or commands that can be executed to check permissions without manual SSH access. Add
7.5__ensure-server-parameter-'connection_throttling'-is-set-to-'on'-for-postgresql-database-server,7.5,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,Automated (Verify),Automated,PARTIALLY_AGREE,4,LOW,azure_postgresql_server_connection_throttling_enabled,- **Modify:** The assessment should be modified to reflect accurate Azure PostgreSQL configuration settings. Remove or replace the `connection_throttling` parameter with a valid configuration option t
4.6.1__create-administrative-boundaries-between-resources-using-namespaces,4.6.1,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Create administrative boundaries between resources using namespaces,Automated,Automated,AGREE,8,HIGH,azure_aks_namespace_isolation_verified,"- **Modify:** Enhance the automation script to include checks for network policies, resource quotas, and RBAC within each namespace. Update the program name for clarity.
- The current approach is soun"
6.4__ensure-that-'restrict-non-admin-users-from-creating-tenants'-is-set-to-'yes',6.4,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Restrict non-admin users from creating tenants' is set to 'Yes',Automated (Verify),Automated,PARTIALLY_AGREE,7,MEDIUM,azure_encryption_policy_restrict_non_admin_users,Modify
2.4.12__ensure-public-network-access-is-disabled,2.4.12,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure public network access is disabled,Automated,Automated,AGREE,8,HIGH,azure_app_service_function_app_public_network_access_disabled,"- Modify: Adjust the resource type in the CLI command to ""Microsoft.Web/sites/slots"" for deployment slots. Implement error handling and consider using Azure Resource Graph for scalability. These modif"
6.9__ensure-that-'number-of-days-before-users-are-asked-to-re--confirm-their-authentication-information'-is-not-set-to-'0',6.9,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Number of days before users are asked to re- confirm their authentication information' is not set to '0',Automated,Automated,AGREE,8,MEDIUM,azure_entra_identity_authentication_reconfirmation_period_verified,Modify
5.2.7__ensure-ssh-root-login-is-disabled,5.2.7,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH root login is disabled,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,"- Re-classify as Automated with justification: Implement Azure CLI or PowerShell scripts to automate the SSH configuration checks. Additionally, use Azure Policy for compliance auditing.
- Modify: Inc"
5.2.4__ensure-'use-infrastructure-encryption-for-this-vault'-is-enabled-on-recovery-services-vaults,5.2.4,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Use infrastructure encryption for this vault' is enabled on Recovery Services vaults,Automated,Automated,Unknown,0,HIGH,azure_backup_recovery_services_vault_infrastructure_encryption_enabled,
7.2__ensure-that-resource-locks-are-set-for-mission-critical-azure-resources,7.2,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Resource Locks are set for Mission-Critical Azure Resources,Automated,Automated,AGREE,9,HIGH,azure_resources_locks_verified,Modify
9.1.17__[legacy]-ensure-that-microsoft-defender-for-dns-is-set-to-'on',9.1.17,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,[LEGACY] Ensure That Microsoft Defender for DNS Is Set To 'On',Automated,Automated,AGREE,8,HIGH,azure_defender_for_dns_enabled,Modify
6.1__ensure-'enforce-ssl-connection'-is-set-to-'enabled'-for-standard-mysql-database-server,6.1,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure 'Enforce SSL connection' is set to 'Enabled' for Standard MySQL Database Server,Automated,Automated,AGREE,9,HIGH,azure_mysql_server_ssl_enforcement_enabled,"Keep as-is  
- The assessment is accurate and appropriately classified as Automated. The technical details are correct, and the approach is aligned with Azure's capabilities. Minor improvements could "
7.1.1.1__ensure-that-a-'diagnostic-setting'-exists-for-subscription-activity-logs,7.1.1.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that a 'Diagnostic Setting' exists for Subscription Activity Logs,Automated,Automated,AGREE,9,HIGH,azure_monitor_diagnostic_settings_enabled,"- Keep as-is, with a minor suggestion to enhance the documentation of expected configuration values for logs and metrics. This would provide clearer guidance on what constitutes a ""Pass"" in terms of s"
1.3.3__ensure-address-space-layout-randomization-(aslr)-is-enabled,1.3.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure address space layout randomization (ASLR) is enabled,Manual (Under Review),Manual,DISAGREE,7,MEDIUM,,Modify
5.2.2__ensure-permissions-on-ssh-private-host-key-files-are-configured,5.2.2,1. NIST SP 800-53 Rev. 5: AC-3. MP-2,Ensure permissions on SSH private host key files are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
2.6__ensure-that-'public-network-access'-is-'disabled',2.6,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure that 'Public Network Access' is 'Disabled',Automated,Automated,AGREE,9,HIGH,azure_redis_public_network_access_disabled,"Keep as-is
- The current assessment is technically sound and correctly classified as automated. The details provided are sufficient for implementing an automated compliance check for the specified con"
2.2.4__ensure-'basic-authentication-publishing-credentials'-are-'disabled',2.2.4,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',Automated,Automated,AGREE,8,HIGH,azure_app_service_deployment_slots_basic_auth_disabled,Modify
4.1.6__ensure-that-service-account-tokens-are-only-mounted-where-necessary,4.1.6,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that Service Account Tokens are only mounted where necessary,Automated,Automated,Unknown,0,MEDIUM,azure_aks_service_account_token_disabled,
